标题,位置,房屋类型,面积,单价,总价,介绍,网址
接地1楼  私家花园  2房  朝南,翠湖新城北区 五一路,2室2厅,74平米,"7,838元/平",58万,南简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116840346.html
电梯朝南户型 精装拎包入住 小两房,龙光普罗旺斯拉菲 经开区,2室2厅,61.62平米,"9,088元/平",56万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116906158.html
凯旋1号上水湾 3室2厅 南,凯旋1号上水湾 白沙星光,3室2厅,127平米,"11,812元/平",150万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116910552.html
五一路 富宁新兴苑北区 刚需小三房 健康楼层 阳台朝南,富宁新兴苑 五一路,3室2厅,90.6平米,"5,961元/平",54万,西南简装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105108564535.html
钱隆江南朝南户型 中间楼层三房 生活配套成熟 满五年,云星钱隆江南 白沙星光,3室2厅,96.25平米,"8,936元/平",86万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116679901.html
毛坯房 可自由设计装修  南北双阳台  无欠款,云星钱隆江南 白沙星光,4室2厅,118平米,"8,475元/平",100万,南 北其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116566775.html
一梯两户，户型方正，南北通透，通风采光好，交通.,江南新兴苑 五一路,4室1厅,135.29平米,"7,983元/平",108万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116089406.html
江南万达商圈 星光大道旁 地铁口 四房,银兴小区 白沙星光,4室2厅,189平米,"5,821元/平",110万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105103431658.html
东南朝向，户型方正，南北对流 ，毛坯房可以自主装修,红日江景 五一路,3室2厅,88.3平米,"7,702元/平",68万,东南毛坯中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110182276.html
红日江景 3室1厅 南 北,红日江景 五一路,3室1厅,89平米,"7,641元/平",68万,南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116982709.html
首付低 月供低 蓝鲸世界旁边 近 地 铁,荣宝华商城 白沙星光,2室2厅,81.76平米,"6,911元/平",56.5万,南其他中楼层(共5层) ,https://nn.lianjia.com/ershoufang/105116258091.html
双地铁口！单价7600！风格雨林二次精装三房，保养很新,风格雨林 经开区,3室2厅,86.27平米,"7,651元/平",66万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116416552.html
江南万达商圈  白沙大道浩天花园3房 精装修保养好,浩天花园 白沙星光,3室1厅,114平米,"9,650元/平",110万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116414297.html
江南万达商圈 邕江边   精装3房  诚意出售,云星钱隆江南 白沙星光,3室2厅,90.36平米,"8,633元/平",78万,南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116934938.html
《店长推荐》全屋贝壳粉装修，无欠款，住得少,龙光玖珑府 经开区,4室2厅,118平米,"10,594元/平",125万,南 北精装高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105116188002.html
业主诚心卖，房子保养新，看房方便，随时可过户,碧园南城故事 经开区,4室1厅,136平米,"6,986元/平",95万,南精装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116443048.html
环境地段好，配套齐全，出行方便,锦绣江南 白沙星光,3室2厅,115平米,"6,957元/平",80万,东南 南精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105108981919.html
4-5号地铁口大三房改四房，一个被地铁口包围的小区,碧园南城故事 经开区,3室2厅,129平米,"5,349元/平",69万,南 北简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105109662177.html
五一西路 次新小区 怡馨苑三房2厅 新装修 拎包入住,怡馨苑 五一路,3室2厅,95平米,"8,632元/平",82万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105108948325.html
江南万达华府  高楼层  毛坯4房  双阳台,万达华府C区 白沙星光,4室2厅,130平米,"14,616元/平",190万,南 北其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105109629193.html
房子户型方正，阳台朝南，楼层好，看房方便。,翠湖新城北区 五一路,2室2厅,74平米,"7,163元/平",53万,南其他中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105110562641.html
满五家庭 唯一住房 精装大三房 英华桥旁 闹中取静,云星钱隆江南 白沙星光,3室2厅,95平米,"8,422元/平",80万,南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105104461162.html
江南万达广场商圈，五一路四房出售，中等楼层,邕江明珠 白沙星光,4室2厅,122平米,"11,476元/平",140万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105108994726.html
户型方正 采光好 视野开阔 交通便利 看房方便,振宁花园 白沙星光,3室2厅,114平米,"8,772元/平",100万,南 北其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105107271355.html
东南朝向，户型方正，南北对流 ，相当毛坯房,红日江景 五一路,2室2厅,78平米,"8,077元/平",63万,南简装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105109904468.html
恒宇国际公馆 3室2厅 东南,恒宇国际公馆 五一路,3室2厅,92.93平米,"9,255元/平",86万,东南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113359871.html
房子户型方正，位于西园转盘，江南万达商圈,银兴小区 白沙星光,3室2厅,125.86平米,"6,992元/平",88万,南 北其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105110340057.html
万达商圈 地铁口 118平楼中楼 淡村市场旁,江南馨园 白沙星光,5室2厅,118.2平米,"7,446元/平",88万,南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105108677009.html
五一路保利城精装大四房，阳台朝花园，采光视野无遮挡,保利城B区 五一路,4室2厅,120平米,"8,334元/平",100万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115172517.html
此房是精装修，高楼层 视野宽阔，采光充足,富宁大厦 五一路,1室1厅,51平米,"7,451元/平",38万,南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111687304.html
江南万达精装电梯三房出售 看房方便,万达华府C区 白沙星光,3室1厅,104平米,"12,981元/平",135万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115302289.html
带车位  电梯高层  精装  2房2厅,建发玺院 五一路,2室2厅,65平米,"10,000元/平",65万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110604687.html
大三房通透对流户型，江南公园旁,吉维尼鲜花小镇 五一路,3室1厅,105平米,"7,810元/平",82万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111744683.html
五一路  精装电梯1房 配套成熟 首付月供压力低,保利城A区 五一路,1室0厅,40.28平米,"9,931元/平",40万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105107290299.html
江南万达  地铁口  4房 业主诚心出售,广西送变电第二生活区 白沙星光,4室2厅,128平米,"6,954元/平",89万,南简装低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105111351773.html
房子户型方正，电梯高层，小户型，近邕江,云星钱隆江南 白沙星光,2室1厅,52平米,"9,616元/平",50万,东南 南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105109255768.html
万达商圈，百益上河城旁边，带杂物房一起出售！诚心卖,振宁花园 白沙星光,3室2厅,111.58平米,"7,349元/平",82万,南 北其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113993131.html
荣耀江南 地铁口 万达旁 商圈配套成熟,荣耀江南 白沙星光,3室2厅,87.06平米,"12,635元/平",110万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117082440.html
房子户型方正，电梯高层，视野好，精装修。,天筑丽城 白沙星光,4室2厅,133.6平米,"7,486元/平",100万,南 北其他高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112441307.html
下楼就是地铁口  南北通透精装大三房  小区环境好,南宁恒大城 经开区,3室2厅,117.68平米,"7,818元/平",92万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116875818.html
带一个车位，地铁5号线，近海吉星菜市场，江南公园,融晟公園大地B区 五一路,3室2厅,102平米,"7,844元/平",80万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113732061.html
电梯11楼  江边   2房  上学方便,骋望珺玺 五一路,2室1厅,65.48平米,"10,385元/平",68万,东 南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116281790.html
开发商精装交付 业主诚意售房 建发品质值得信赖,建发玺院 五一路,4室2厅,110平米,"10,000元/平",110万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112736173.html
荣耀江南 3房2厅  du旁边文骅  地段好 有地铁 近万达,荣耀江南 白沙星光,3室2厅,87平米,"11,035元/平",96万,南精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116186175.html
天健国企现房 高楼层视野好 证件齐全  随时过户,天健和府 经开区,4室2厅,111.01平米,"12,567元/平",139.5万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112490706.html
近江边 近公园 双阳台 看小区花园 保养好,云星钱隆江南 白沙星光,3室2厅,99.38平米,"8,956元/平",89万,南 北其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116534400.html
万达华府B区 精装小三房 出售，有钥匙看房方便,万达华府B区 白沙星光,3室2厅,90平米,"15,000元/平",135万,东南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111918088.html
江景 配套齐全，户型方正，采光视野好，动静分离,保利城B区 五一路,4室2厅,120平米,"8,334元/平",100万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113980308.html
钱隆江南 房子保养很好 采光足  朝小区花园,云星钱隆江南 白沙星光,3室2厅,99.68平米,"10,534元/平",105万,东南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114491238.html
吉维尼鲜花小镇 3室2厅 南,吉维尼鲜花小镇 五一路,3室2厅,105平米,"8,000元/平",84万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111010939.html
一梯两户，户型方正，南北通透，通风采光好，交通.,江南新兴苑 五一路,2室1厅,82.67平米,"7,137元/平",59万,南 北简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114552425.html
四号地铁口！锦官城稀有毛坯大八房，三代同堂不显拥挤,新希望锦官城 经开区,8室2厅,227平米,"7,489元/平",170万,北毛坯低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112024801.html
单价7800 福满瑞园精装大三房 读书近诚意卖可谈,福满瑞园 经开区,3室2厅,105平米,"6,953元/平",73万,南 北精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114898772.html
近柳沙 近邕江 钱隆江南  朝南三房 业主诚心卖,云星钱隆江南 白沙星光,3室2厅,90平米,"7,889元/平",71万,南简装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115647814.html
房子满五唯一朝正南全新精装三房中间楼层可随时看房,龙光普罗旺斯向日葵 经开区,3室2厅,87平米,"7,817元/平",68万,南 北其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115040675.html
白沙大道 万达商圈 浩天花园毛坯3房 自由装修,浩天花园 白沙星光,3室2厅,115平米,"8,261元/平",95万,南 北毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116574479.html
邕江边英华桥旁 低总价四房 业主诚心出售,云星钱隆江南 白沙星光,4室2厅,118平米,"8,221元/平",97万,东南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116305240.html
业主诚心出售，户型方正，采光充足，小区中间安静。,盛邦领地 白沙星光,4室2厅,130平米,"10,770元/平",140万,北其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116479143.html
吉维尼鲜花小镇 3室2厅 南,吉维尼鲜花小镇 五一路,3室2厅,105.11平米,"8,182元/平",86万,南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116708855.html
有钥匙毛坯，南北格局，产权清晰，红本在手证件齐全,天健西班牙小镇 沙井,2室2厅,71.24平米,"6,738元/平",48万,东其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117066131.html
西建冠城世家精装3房 南北对流  产权情绪 看房方便,中国铁建西派澜岸 五一路,4室2厅,108平米,"10,371元/平",112万,南精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105111729827.html
满五家庭名下没有其他住宅   无遮挡看房随时,森林假日 经开区,4室1厅,108.04平米,"6,387元/平",69万,南毛坯低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105111822007.html
河堤边 采光通风好 视野开阔 停车便利,五环星光小区 白沙星光,4室2厅,125.28平米,"10,856元/平",136万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115391715.html
绿地精品户型，朝南视野无遮挡，开发商精装，拎包入住,绿地新里•璞悦公馆 沙井,3室2厅,89.93平米,"7,451元/平",67万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116624268.html
江南万达商圈石柱岭振宁花园小两房配套成熟,振宁花园 白沙星光,2室2厅,75平米,"5,600元/平",42万,南其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116269418.html
邕江畔中兴桥南 宽阔大四房 成熟配套生活便利,红日江景 五一路,4室2厅,130平米,"6,808元/平",88.5万,南 北精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114820139.html
江南万达旁 邕江明珠 中楼层 朝南3房 拎包入住,邕江明珠 白沙星光,3室2厅,91.34平米,"8,978元/平",82万,南精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117313710.html
隆源华府  精装3+1房带车位 主卧有衣帽间书房,隆源华府 经开区,3室2厅,111平米,"9,010元/平",100万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117270331.html
蓝鲸世界 次新小区环境好 精装修4房未入住过,龙光玖誉城睿城 经开区,4室2厅,118平米,"11,441元/平",135万,南其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116465195.html
轨道雅居 毛坯2房  高楼层 已满二  房产证在手 近地铁,轨道御水雅居 白沙星光,2室2厅,72.5平米,"11,311元/平",82万,南 北毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114604217.html
4/5/号线，紧凑四房，采光好无遮挡,龙光普罗旺斯波尔多庄园 经开区,4室1厅,96平米,"8,313元/平",79.8万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111646262.html
江南香格里  大户型4房2厅 复式楼  装修保养好 近地铁,江南•香格里拉 白沙星光,4室2厅,146.7平米,"7,362元/平",108万,南简装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115172916.html
地铁口 万达金街 毛坯4房 总价低有钥匙,万达华府B区 白沙星光,4室1厅,120平米,"10,750元/平",129万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114257121.html
地铁2号线花样年华楼中楼出售 户型实用 配套齐全,花样年华 经开区,3室2厅,126平米,"8,175元/平",103万,西精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114380904.html
江边精装四房，装修保养新，户型方正,骋望珺玺 五一路,4室2厅,110.64平米,"8,587元/平",95万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113642704.html
华润品质  三楼现房  有证  业主诚心出售,华润置地江南中心 五一路,3室2厅,89平米,"16,293元/平",145万,南其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114682074.html
地铁口！玖珑府二次精装四房，已做封窗，全屋硅藻泥！,龙光玖珑府 经开区,4室2厅,117.8平米,"11,291元/平",133万,南 北精装低楼层(共40层) ,https://nn.lianjia.com/ershoufang/105115408000.html
刚交房一个月 还未入住过 精装四房 诚意出售 看房方便,大都郡 经开区,4室2厅,120平米,"9,167元/平",110万,东南 南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105108112961.html
江南万达商圈 华润物业 电梯三房 毛坯,华润置地江南中心 五一路,3室2厅,89平米,"11,124元/平",99万,南 北毛坯中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115646133.html
好房子，随时看房，业主诚心出售,碧园南城故事 经开区,3室2厅,108平米,"6,945元/平",75万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116153066.html
恒大品质  出门就是地铁口  红本在手  业主急卖,南宁恒大城 经开区,3室2厅,92.64平米,"8,204元/平",76万,南 北其他高楼层(共41层) ,https://nn.lianjia.com/ershoufang/105115022962.html
地铁5号线 全新未入住，精装3房2卫，朝南 产权清晰,天健西班牙小镇 沙井,3室2厅,88.91平米,"8,605元/平",76.5万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114734478.html
万达旁 凤冠生活区 干净整洁 繁华地段 百益上河城,供电局凤冠生活区 白沙星光,2室1厅,71.14平米,"7,029元/平",50万,南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105110392210.html
小区交通方便，欧式风情社区，采光通风好,吉维尼鲜花小镇 五一路,4室2厅,122.53平米,"7,346元/平",90万,东南其他中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105110738810.html
龙光玖誉城锦城 5室2厅 东,龙光玖誉城锦城 经开区,5室2厅,138.21平米,"9,985元/平",138万,东毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115863256.html
房满五不唯一 户型方正 采光充足 装修保养好 交通便利,中都澳海蓝湾 白沙星光,4室2厅,117.55平米,"9,784元/平",115万,南 北其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110914604.html
普罗旺斯精装大四房 户型方正 南北通透 采光好 保养新,龙光普罗旺斯香槟 经开区,4室2厅,143.39平米,"7,114元/平",102万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116237588.html
交通方便位置好，双地铁大三房！,云顶印象 经开区,3室1厅,130平米,"6,154元/平",80万,南精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105114694044.html
业主有心卖房 南北通透户型 4房2厅115平 可看房,荣和·公园里 沙井,4室2厅,115.35平米,"8,930元/平",103万,南 北其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115909757.html
房子户型方正，通风采光好，小区易出租易居住,吉维尼鲜花小镇 五一路,2室2厅,75平米,"8,400元/平",63万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115727912.html
荣耀江南 3房出售  du旁边文骅 装修好  有地铁 近万达,荣耀江南 白沙星光,3室2厅,82平米,"11,342元/平",93万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115632599.html
淡村路配套齐全二医院，电梯大4房 看房方便,广西送变电建设公司小区 白沙星光,4室2厅,160.86平米,"7,460元/平",120万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116425476.html
房子精装修 朝南户型，通风采光好 保养新 拎包入住,云星钱隆江南 白沙星光,3室2厅,89.9平米,"7,787元/平",70万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116305179.html
龙光玖誉城旁  精装大三房  配套成熟,云星尚雅名都 经开区,3室2厅,125.88平米,"7,071元/平",89万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115650104.html
房子保养好，户型方正，拎包入住！,吉维尼鲜花小镇 五一路,2室2厅,75平米,"6,400元/平",48万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112345823.html
总价低，精装修，户型方正 高层采光充足,保利城B区 五一路,4室2厅,118平米,"7,628元/平",90万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114869518.html
天筑丽城 楼中楼带露台花园 楼下3个房间 楼上2个房间,天筑丽城 白沙星光,5室2厅,103平米,"9,030元/平",93万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105112558325.html
八桂绿城 联排边套别墅 大花园 南北通透  采光好,八桂绿城 经开区,4室2厅,200平米,"16,900元/平",338万,南 北精装4层 板塔结合,https://nn.lianjia.com/ershoufang/105115474225.html
滨江公园  精装温馨3房  税费低,云星钱隆江南 白沙星光,3室2厅,91.76平米,"9,373元/平",86万,东精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115212141.html
4号线地铁口小区，精装房，业主诚心出售,新希望锦官城 经开区,3室2厅,102.15平米,"10,280元/平",105万,南其他低楼层(共35层) ,https://nn.lianjia.com/ershoufang/105113513649.html
地铁2号线玫瑰园2房 朝南向 中间楼层 生活配套成熟,玫瑰园住宅楼 经开区,2室2厅,73.26平米,"6,280元/平",46万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113475058.html
盛邦领地 精装3房2卫  高层  得房绿高  近地铁 近万达,盛邦领地 白沙星光,3室2厅,96.99平米,"11,342元/平",110万,南精装高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105116901082.html
汇东星世界一期 3室2厅 东 南,汇东星世界一期 经开区,3室2厅,68.8平米,"10,175元/平",70万,东 南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116839234.html
保利城正规2房56万出售，户型方正,保利城A区 五一路,2室1厅,51.58平米,"9,694元/平",50万,南简装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105108238184.html
朝南户型 总价低 业主想早点出手 可先看房,龙光玖珑府 经开区,3室2厅,89平米,"9,214元/平",82万,南精装低楼层(共40层) ,https://nn.lianjia.com/ershoufang/105116815389.html
地铁口 精装五房 看房方便 双阳台,龙光玖珑府 经开区,5室2厅,136.37平米,"10,633元/平",145万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116243987.html
这套房子业主诚心出售，户型方正，精装，地铁口房源,南宁恒大城 经开区,3室2厅,125平米,"6,960元/平",87万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116924030.html
地铁口 江南万达豪 华装修4房 保养好拎包入住 有车位,万达华府B区 白沙星光,4室2厅,133.29平米,"12,755元/平",170万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116951636.html
江南盛天地旁 近五号线地铁 楼中楼带车位,南航翔宇花园 经开区,6室3厅,236.3平米,"8,464元/平",200万,南毛坯高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105116747505.html
龙光普罗旺斯三房，加100㎡大露台 南北对流户型,龙光普罗旺斯薰衣草 经开区,3室2厅,114平米,"8,158元/平",93万,南 北简装低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105114726523.html
精装4房，业主诚意出售，看房方便，随时可以签约,森林假日 经开区,4室2厅,119平米,"8,320元/平",99万,南 西 北简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116045624.html
精装修大三房，楼下地铁口，旁边综合体,碧园南城故事 经开区,3室2厅,113平米,"5,576元/平",63万,东南精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116732796.html
舒适小区 绿化好 户型方正 读书方便 交通便利,振宁花园 白沙星光,2室1厅,60平米,"7,500元/平",45万,南精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105115574945.html
【店长推荐】云星钱隆江南 精装三房 朝东 无欠款,云星钱隆江南 白沙星光,3室2厅,91平米,"8,242元/平",75万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113808145.html
带前后私家双大露台 还是精装修 而且还带家私拎包入住,玫瑰园住宅楼 经开区,2室2厅,84.28平米,"7,713元/平",65万,南其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116135981.html
业主诚心出售，户型方正，采光充足，房子保养好。,南宁恒大城 经开区,3室2厅,104平米,"7,693元/平",80万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117309356.html
一梯两户，户型方正，南北通透，通风采光好,江南新兴苑 五一路,3室2厅,91.37平米,"7,114元/平",65万,南 北简装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113183861.html
盛天领域 3室2厅 南,盛天领域 经开区,3室2厅,91.11平米,"10,866元/平",99万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114049979.html
江南万达旁，2号线地铁口，电梯房，单价低,荣耀江南 白沙星光,3室2厅,90.76平米,"10,137元/平",92万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114448560.html
隆源华府，户型很的4房，通透，采光通风好,隆源华府 经开区,4室2厅,117平米,"7,522元/平",88万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114003653.html
年轻人的首套精装2房 花样年华 中间楼层,花样年华 经开区,2室1厅,43.19平米,"9,493元/平",41万,西 北精装中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105113866537.html
次新小区，毛坯3房，高楼层，视野开阔 配套齐全,云星钱隆公馆 五一路,3室2厅,88平米,"8,637元/平",76万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110757109.html
无缝对接地铁玖珑府精装4房 大阳台 小区中间不临街,龙光玖珑府 经开区,4室2厅,108平米,"10,649元/平",115万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110447731.html
精装修朝南一房一厅，视野无遮挡，可看江。,富宁大厦 五一路,1室1厅,52平米,"9,231元/平",48万,东南其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105109050452.html
淡村路 南方电网变电小区 两房 户型靓 健康楼层  急售,广西送变电建设公司小区 白沙星光,2室1厅,66.87平米,"6,730元/平",45万,南其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105108581216.html
五一路精装三房出售 交通便利 随时看房,丽江村小区 五一路,3室2厅,112平米,"6,965元/平",78万,东南简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105107888253.html
住舒适，业主改善换房，价格可商量，看房很方便,丽江村小区 五一路,2室1厅,69.97平米,"5,117元/平",35.8万,东简装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105110413185.html
此房满五唯一中间楼层采光好，此小区交通方便,吉维尼鲜花小镇 五一路,3室2厅,89.98平米,"8,669元/平",78万,南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111260034.html
那洪大道地铁口四房，满足三代同堂，户型方正，格局好,碧园南城故事 经开区,4室2厅,135.91平米,"5,666元/平",77万,南其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105111064559.html
吉维尼鲜花小镇 3室2厅 南,吉维尼鲜花小镇 五一路,3室2厅,93平米,"6,990元/平",65万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117076801.html
交通便利  毛坯可自规划装修风格   次新房,奥园瀚德誉江南 五一路,3室2厅,89.82平米,"7,237元/平",65万,南毛坯低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116051087.html
白沙大道业主自住4房  装修保养好 万达商圈,浩天花园 白沙星光,3室2厅,114平米,"8,772元/平",100万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116382014.html
那洪大道 地铁口 经典两房 刚需 拧包入住,中房•碧翠园 经开区,2室1厅,74.33平米,"6,943元/平",51.6万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116560170.html
房大厅大，厅出阳台，户型方正，采光充足，南北通风,中昂国汇 沙井,4室2厅,91平米,"7,253元/平",66万,南其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115168931.html
玖珑府精装三房 装修好自住总价低,龙光玖珑府 经开区,3室2厅,88.15平米,"9,757元/平",86万,南精装低楼层(共40层) ,https://nn.lianjia.com/ershoufang/105115246318.html
江南万达商圈  淡村沙石单位大院  首付30%  正常贷款,壮宁沙石公司职工住宅楼 白沙星光,2室2厅,58平米,"6,725元/平",39万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115410117.html
2号线精装三房 看房方便  价格可谈,万达华府B区 白沙星光,3室1厅,87.23平米,"13,184元/平",115万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116605736.html
单价低带杂物房 动静分离保养新 近38中交通便利,南铁南宁南 沙井,3室2厅,100.74平米,"4,964元/平",50万,南 北精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116132561.html
