标题,位置,房屋类型,面积,单价,总价,介绍,网址
国悦九曲湾温泉度假村配套，业主诚心出售,国悦九曲湾 兴宁东,3室2厅,84.85平米,"7,308元/平",62万,东南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112708897.html
有证满2年 免收增值税，厅出阳台朝南，,盛天小世界 兴宁东,4室2厅,114平米,"8,509元/平",97万,南 北精装中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105114980518.html
嘉和城塞纳北岸 3室2厅 南 北,嘉和城塞纳北岸 兴宁东,3室2厅,105平米,"7,143元/平",75万,南 北其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117017183.html
白鹭后海 4室2厅 南 北,白鹭后海 兴宁东,4室2厅,98平米,"7,041元/平",69万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117270509.html
国悦九曲湾，月供3300，一步到位，带车位1个,国悦九曲湾 兴宁东,4室2厅,118平米,"7,712元/平",91万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115903065.html
嘉和城布洛可 93平精装修  保养好 看房方便 诚心出售,布洛可五区 兴宁东,4室2厅,93平米,"8,065元/平",75万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116838833.html
嘉和城布洛可五区，环境好，地理位置好。,布洛可五区 兴宁东,4室2厅,93.5平米,"7,808元/平",73万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116329282.html
嘉和城右岸 精装5房 仅售90万 价格可议,嘉和城塞纳右岸. 南 兴宁东,5室1厅,133平米,"6,767元/平",90万,南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115086208.html
嘉和城塞纳北岸 5室2厅 南 北,嘉和城塞纳北岸 兴宁东,5室2厅,143平米,"6,994元/平",100万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117078978.html
龙光玖誉府 5室2厅 南 北,龙光玖誉府 兴宁东,5室2厅,129平米,"7,752元/平",100万,南 北其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116356874.html
布洛可三区 3室2厅 南,布洛可三区 兴宁东,3室2厅,93平米,"6,775元/平",63万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105117253207.html
那考河湿地公园旁  盛天东郡   大四房   交通便利,盛天东郡 兴宁东,4室2厅,111平米,"8,379元/平",93万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107212997.html
盛天小世界 3室2厅 南 北,盛天小世界 兴宁东,3室2厅,114平米,"8,071元/平",92万,南 北其他中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105117046066.html
盛天地旁 盛天东郡大平层 园林设计 装修好,盛天东郡 兴宁东,4室2厅,211平米,"8,010元/平",169万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116277606.html
兴宁区政府好邻居 龙基传媒星城高层4房 业主诚心卖房,龙基传媒星城 东沟岭,4室2厅,123平米,"8,618元/平",106万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117266791.html
青秀万达 地铁3号线 满二不唯一 诚心出售,盛天果岭 东沟岭,2室1厅,89.7平米,"11,483元/平",103万,南精装中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105112781081.html
5号地铁沿线，荣和山水绿城三期自住3加1房近狮山公园,荣和·山水绿城三期 北湖南,3室2厅,89平米,"9,551元/平",85万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116371356.html
业主急售，精装，密码钥匙，大家多多带看,龙基传媒星城 东沟岭,3室1厅,137平米,"7,884元/平",108万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116678696.html
那考河新交付，3房2卫户型，朝南东边户,彰泰欢乐颂 兴宁东,3室2厅,87.79平米,"8,202元/平",72万,东南其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114629020.html
盛天果岭精装四房含家电家具 业主诚意出售,盛天果岭 东沟岭,4室2厅,124平米,"12,097元/平",150万,南其他中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114455504.html
长堽路上次新房小区 近地铁3号线 业主诚心卖房价可商,富丰长堽1号 东沟岭,3室2厅,95.96平米,"7,295元/平",70万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116399518.html
荣和山水绿城，小三房，狮山公园旁，看房方便,荣和山水绿城B1组团 北湖南,3室2厅,81.5平米,"9,571元/平",78万,南简装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114363945.html
温泉旁  高层毛坯  三房  满五不唯一 诚心出售,国悦九曲湾 兴宁东,3室2厅,84.85平米,"6,483元/平",55万,东毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115627705.html
一品天下143平四房150万，精装修，朝小区！,一品天下 东沟岭,4室2厅,143平米,"8,742元/平",125万,南 北精装低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105115271914.html
地铁口旁 金源大三房 园林设计 适宜住人,橘子郡 东沟岭,3室2厅,106.7平米,"7,686元/平",82万,南精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115014602.html
兴宁区近凤岭北碧桂园精装房 3房2厅 近地铁口出行方便,碧桂园星荟 东沟岭,3室2厅,89平米,"10,450元/平",93万,南 北精装34层 ,https://nn.lianjia.com/ershoufang/105113227592.html
嘉和城塞纳北岸 精装4房 保养好 看房方便,嘉和城塞纳北岸 兴宁东,4室1厅,93.57平米,"7,482元/平",70万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116771711.html
中海九玺，客厅房间出阳台，有证，仅售108万！,中海九玺 东沟岭,3室2厅,96平米,"11,250元/平",108万,南精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105110237771.html
绿地城  精装4房   视野开阔  采光通透,南宁绿地城 兴宁东,4室2厅,126平米,"7,540元/平",95万,南 北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114790043.html
布洛可一区精装4房2厅2卫带车位出售，南北通透双阳台,布洛可一区 兴宁东,4室2厅,106平米,"8,019元/平",85万,北 南其他中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115607606.html
高楼层朝南，看小区花园，诚意出售,传媒星城B区 东沟岭,2室1厅,88平米,"7,955元/平",70万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110804048.html
长堽路盛天果岭大三房  位于小区里面里面不临路很安静,盛天果岭 东沟岭,3室2厅,111平米,"9,460元/平",105万,南其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115704108.html
单价总价低，小区环境好，交通便利,龙基传媒星城 东沟岭,2室1厅,89.43平米,"7,492元/平",67万,南简装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113770875.html
龙基传媒星城 2室2厅 东南,龙基传媒星城 东沟岭,2室2厅,90平米,"8,334元/平",75万,东南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114239903.html
此房满五年，朝南 装修保养好，中间楼层，看房方便,荣和山水绿城B1组团 北湖南,3室2厅,113.55平米,"9,248元/平",105万,东南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116774850.html
瀚林山水源 朝南 户型方正 精装修3房 看房方便,瀚林山水源 东沟岭,3室2厅,82.11平米,"9,622元/平",79万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112635893.html
有私家小花园的房子，总价不高，地铁口近,中海国际一期 东沟岭,4室2厅,92平米,"9,457元/平",87万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113626414.html
三号地铁口电梯房精装业主急售拎包入住,红日山湖 东沟岭,4室2厅,122平米,"9,017元/平",110万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116682353.html
满五精装四房，采光通风好，户型方正,香樟林 东沟岭,4室2厅,123.13平米,"7,960元/平",98万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113994981.html
龙基传媒星城精装大三房 业主自住 保养好,传媒星城B区 东沟岭,3室2厅,132平米,"7,804元/平",103万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113825937.html
业主诚心出售大两房，产权清晰，有红本,盛天公馆 东沟岭,2室2厅,89平米,"12,978元/平",115.5万,东南简装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112781517.html
吾悦广场商圈，三房来了，住这方便,中海九玺 东沟岭,3室2厅,87平米,"10,690元/平",93万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117004628.html
金禾湾西区 3室2厅 南,金禾湾西区 东沟岭,3室2厅,103平米,"6,991元/平",72万,南简装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116781745.html
小区楼间距宽阔，户型方正，业主自住保养好，诚心出售,中海雍翠峰 东沟岭,3室2厅,71平米,"8,705元/平",61.8万,东南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116152161.html
南宁恒大华府 4室2厅 南 北,南宁恒大华府 东沟岭,4室2厅,119.3平米,"9,053元/平",108万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117182209.html
金禾湾西区电梯小两房 区政府旁 3和5号线,金禾湾西区 东沟岭,2室1厅,49平米,"7,756元/平",38万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105117279108.html
业主诚心出售，看房方便 ，高楼层，视野好,中海国际一期 东沟岭,4室1厅,125.8平米,"8,427元/平",106万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116346838.html
天健世纪花园 精装2房 使用面积大 品质小区,天健世纪花园 东沟岭,2室1厅,38平米,"13,685元/平",52万,东南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111020677.html
朝阳市区 电梯1房 仅售33万 进地铁 自住出租均合适,华天国际 朝阳,1室1厅,45.53平米,"7,248元/平",33万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116144048.html
兴宁区吾悦广场商圈，高楼层，诚心出售,金源悦峯 东沟岭,3室1厅,99平米,"7,879元/平",78万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116737742.html
90万买东沟岭全新装修3房，99平东南朝向，看房方,奥园园著 东沟岭,3室2厅,99.54平米,"9,042元/平",90万,南 东精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105113360821.html
南宁新城吾悦广场 2室2厅 南,南宁新城吾悦广场 东沟岭,2室2厅,48.82平米,"6,555元/平",32万,南毛坯中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115202039.html
青秀万达旁，长堽路盛天果岭精装3房，业主诚心卖,盛天果岭 东沟岭,3室2厅,89平米,"10,113元/平",90万,南精装低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105114075252.html
金禾湾西区电梯小两房 区政府旁 3和5号线,金禾湾西区 东沟岭,2室1厅,49平米,"7,756元/平",38万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105117279108.html
三号线，地铁口，电梯精装三房，85平75万，看房方便！,橘子郡 东沟岭,3室2厅,85平米,"8,824元/平",75万,南精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115597339.html
有私家小花园的房子，总价不高，地铁口近,中海国际一期 东沟岭,4室2厅,92平米,"9,457元/平",87万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113626414.html
三号地铁口电梯房精装业主急售拎包入住,红日山湖 东沟岭,4室2厅,122平米,"9,017元/平",110万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116682353.html
业主诚心出售大两房，产权清晰，有红本,盛天公馆 东沟岭,2室2厅,89平米,"12,978元/平",115.5万,东南简装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112781517.html
南宁恒大华府 4室2厅 南 北,南宁恒大华府 东沟岭,4室2厅,119.3平米,"9,053元/平",108万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117182209.html
中海悦公馆 3室2厅 南,中海悦公馆 东沟岭,3室2厅,84.3平米,"9,490元/平",80万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115969459.html
满五精装四房，采光通风好，户型方正,香樟林 东沟岭,4室2厅,123.13平米,"7,960元/平",98万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113994981.html
龙基传媒星城精装大三房 业主自住 保养好,传媒星城B区 东沟岭,3室2厅,132平米,"7,804元/平",103万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113825937.html
此房满5年不唯一  电梯好楼层 近青秀万达和地铁三号线,碧桂园星荟 东沟岭,3室2厅,90.5平米,"9,393元/平",85万,东南 南简装低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116405273.html
卓立，兴园初级，地铁口吾悦广场商场,一品天下 东沟岭,3室2厅,94.5平米,"9,524元/平",90万,南 北精装低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105116677018.html
交通便利 双阳台 业主诚心出售,同和华彩美地D区 东沟岭,2室1厅,86.75平米,"6,341元/平",55万,南简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113668955.html
天健世纪花园 精装2房 使用面积大 品质小区,天健世纪花园 东沟岭,2室1厅,38平米,"13,685元/平",52万,东南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111020677.html
兴宁区吾悦广场商圈，高楼层，诚心出售,金源悦峯 东沟岭,3室1厅,99平米,"7,879元/平",78万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116737742.html
南宁新城吾悦广场 2室2厅 南,南宁新城吾悦广场 东沟岭,2室2厅,48.82平米,"6,555元/平",32万,南毛坯中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115202039.html
90万买东沟岭全新装修3房，99平东南朝向，看房方,奥园园著 东沟岭,3室2厅,99.54平米,"9,042元/平",90万,南 东精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105113360821.html
瀚林山水源 朝南 户型方正 精装修3房 看房方便,瀚林山水源 东沟岭,3室2厅,82.11平米,"9,622元/平",79万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112635893.html
公园式小区 5号地铁口 业主诚心出售 采光通风好,荣和山水绿城B1组团 北湖南,3室2厅,89平米,"8,989元/平",80万,南简装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117335699.html
三号线地铁口3房2卫，精装修仅售92万。,金源橙郡 东沟岭,3室2厅,94.75平米,"9,499元/平",90万,南精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105115111025.html
那考河旁，吾悦广场，恒大华府117.86平3房103万！,南宁恒大华府 东沟岭,3室2厅,117.86平米,"8,740元/平",103万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110099255.html
地铁口+公园 +保养好 二房公园式绿化小区+兴宁二(中）,荣和山水绿城B1组团 北湖南,2室2厅,66平米,"9,061元/平",59.8万,南简装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105117043319.html
青秀万达旁，长堽路盛天果岭精装3房，业主诚心卖,盛天果岭 东沟岭,3室2厅,89平米,"10,113元/平",90万,南精装低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105114075252.html
荣和山水绿城2房 总价低 中间楼层 看房方便,荣和·山水绿城B2组团 北湖南,2室1厅,58平米,"8,363元/平",48.5万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115648003.html
兴桂路地铁口，吾悦广场，配套齐全，交通便利,金源悦府 东沟岭,3室2厅,110平米,"7,819元/平",86万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114445656.html
朝阳市区 电梯1房 仅售33万 进地铁 自住出租均合适,华天国际 朝阳,1室1厅,45.53平米,"7,248元/平",33万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116144048.html
嘉和城温莎南郡 3室2厅 南,嘉和城温莎南郡 兴宁东,3室2厅,86平米,"6,954元/平",59.8万,南简装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117233474.html
望州路国企好房带产权车位，业主急售,中路雅苑 东沟岭,3室2厅,105.44平米,"9,010元/平",95万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117167846.html
兴宁区吾悦广场商圈，精装修，高楼层，诚心出售,中海悦公馆 东沟岭,3室2厅,92平米,"9,674元/平",89万,南 北其他高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105116154550.html
九樾府 3室2厅 南 北,九樾府 兴宁东,3室2厅,94.8平米,"6,857元/平",65万,南 北其他高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105115781912.html
保利山水怡城，精装2房， 价格优惠,保利▪山水怡城 东沟岭,2室2厅,80平米,"6,375元/平",51万,南其他中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105106402127.html
山水绿城四期精装四房、22万首付、房龄新户型坐北朝南,荣和·山水绿城A组团 北湖南,4室2厅,89平米,"12,360元/平",110万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110029080.html
碧桂园精装房 次新房 4房2厅 近地铁 中高楼层 视野好,碧桂园星荟 东沟岭,4室2厅,122平米,"10,246元/平",125万,南 北精装34层 ,https://nn.lianjia.com/ershoufang/105116784868.html
彰泰欢乐颂 4室2厅 南 北,彰泰欢乐颂 兴宁东,4室2厅,126平米,"7,540元/平",95万,南 北毛坯中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115840149.html
近人民公园 天健世纪花园 精装3房 业主急售,天健世纪花园 东沟岭,3室2厅,75平米,"13,600元/平",102万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110682361.html
盛天小世界 2室2厅 南,盛天小世界 兴宁东,2室2厅,68平米,"8,530元/平",58万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105109551783.html
次新房龄，业主诚心出售，看房方便。,兴宁·大唐果 东沟岭,4室2厅,112平米,"9,465元/平",106万,南 北简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116575474.html
九樾府 3室2厅 南 北,九樾府 兴宁东,3室2厅,95平米,"6,843元/平",65万,南 北其他中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105115782227.html
金源天下好楼层，四房精装，通透性好，业主诚心出售,一品天下 东沟岭,4室2厅,134.89平米,"9,341元/平",126万,北 南精装低楼层(共43层) ,https://nn.lianjia.com/ershoufang/105113323849.html
白鹭前湖6房，精装修，格局好，采光好,嘉和城白鹭前湖 兴宁东,6室2厅,173.28平米,"6,637元/平",115万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112403610.html
盛天果岭经典小两房在卖，总价低,盛天果岭 东沟岭,2室1厅,49.26平米,"10,557元/平",52万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115551495.html
中海九玺四房两卫，113平120万，看房有钥匙！,中海九玺 东沟岭,4室2厅,113.83平米,"10,543元/平",120万,北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116006762.html
一品天下 4室1厅 南 北,一品天下 东沟岭,4室1厅,136平米,"9,412元/平",128万,南 北精装29层 ,https://nn.lianjia.com/ershoufang/105117280200.html
荣和山水绿城一期 5号线 小两房 业主诚心出售,荣和山水绿城B1组团 北湖南,2室1厅,65.61平米,"8,383元/平",55万,南简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116973381.html
地铁口全新未入住，金源一品江山122平大四房南北通,金源一品江山 东沟岭,4室2厅,122平米,"9,673元/平",118万,东南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115667656.html
满五不唯一，通风采光好，小区管理好， 生活便利。,丰业橄榄宿 东沟岭,3室2厅,110平米,"7,728元/平",85万,东南简装高楼层(共10层) ,https://nn.lianjia.com/ershoufang/105116722633.html
朝阳广场 火车站旁 业主诚心出售  看房方便,兴华苑 西大,4室2厅,147.56平米,"6,100元/平",90万,东南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111443366.html
开发商精装修 保养好 坐北朝南 三房一卫 保利央企小区,保利▪山水怡城 东沟岭,3室2厅,88平米,"6,705元/平",59万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113352428.html
嘉和城，精装3房，全屋实木地板，保养好，高楼层,嘉和城温莎南郡 兴宁东,3室2厅,87平米,"6,529元/平",56.8万,南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116168145.html
南宁恒大华府 4室1厅 南 北,南宁恒大华府 东沟岭,4室1厅,186平米,"14,517元/平",270万,南 北精装低楼层(共4层) ,https://nn.lianjia.com/ershoufang/105116446994.html
公园地铁菜市就在楼下2015年新小区,瀚林山水源 东沟岭,3室2厅,81.99平米,"10,002元/平",82万,南 北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114614950.html
瀚林山水源，方正三房两卫，狮山公园旁，地铁五号线,瀚林山水源 东沟岭,3室1厅,89.7平米,"9,254元/平",83万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114261660.html
望州人防办宿舍 2室2厅 南 北,望州人防办宿舍 东沟岭,2室2厅,75.7平米,"7,927元/平",60万,南 北简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116139971.html
华府 4室2厅 南 北,华府 东沟岭,4室2厅,106平米,"8,963元/平",95万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116876713.html
"有菜市有地铁,老城区生活便利.",金禾湾东区 东沟岭,2室2厅,78平米,"5,449元/平",42.5万,南其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114717855.html
瀚林山水源 朝南 户型方正 精装修3房,瀚林山水源 东沟岭,3室1厅,89平米,"9,214元/平",82万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114608897.html
吾悦广场，那考河湿地公园，中海悦公馆精装靓房,中海悦公馆 东沟岭,3室2厅,84平米,"10,239元/平",86万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115159222.html
海普四季绿城 4室2厅 南 北,海普四季绿城 兴宁东,4室2厅,112平米,"8,036元/平",90万,南 北其他低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116286717.html
装修保养好 家门口楼下 公园 地铁口 三房二卫,瀚林山水源 东沟岭,3室2厅,88平米,"9,432元/平",83万,南 北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111994313.html
首付22万三房、装修保养好、业主诚心急卖、狮山公园旁,瀚林山水源 东沟岭,3室2厅,89平米,"8,765元/平",78万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105106113470.html
东沟岭  近狮山公园 5号地铁线,瀚林山水源 东沟岭,3室1厅,87.14平米,"8,722元/平",76万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114577969.html
嘉和城 毛坯4房 户型方正  采光好 诚心出售,嘉和城塞纳右岸•北 兴宁东,4室1厅,99平米,"7,576元/平",75万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115309796.html
大都公馆 4室2厅 东 北,大都公馆 兴宁东,4室2厅,113.8平米,"7,470元/平",85万,东 北毛坯高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115719965.html
依云湾 4室1厅 东南,依云湾 兴宁东,4室1厅,175.6平米,"6,777元/平",119万,东南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115538381.html
盛天东郡 3室2厅 南,盛天东郡 兴宁东,3室2厅,97平米,"12,990元/平",126万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115827135.html
嘉和城温莎北郡 3房1厅 1厨1 卫,嘉和城温莎北郡 兴宁东,3室1厅,83平米,"8,434元/平",70万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115001391.html
万科低密度 精装小区 全新装修未入住,万科第五园 兴宁东,3室2厅,95平米,"11,053元/平",105万,南精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115226279.html
兴宁东 绿地城 144平精装4房 大阳台 看湖景 诚心出售,南宁绿地城 兴宁东,4室2厅,144平米,"6,250元/平",90万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115192765.html
龙光玖誉府精装4房2厅2卫，户型方正南北通透双阳台,龙光玖誉府 兴宁东,4室2厅,112平米,"7,768元/平",87万,南 北精装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115572573.html
地铁口！盛天东郡精装2房，看房方便，有钥匙,盛天东郡 兴宁东,3室2厅,87平米,"8,621元/平",75万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115582686.html
九樾府 3室2厅 南,九樾府 兴宁东,3室2厅,96平米,"6,771元/平",65万,南其他低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105116520941.html
嘉和城白鹭前湖小区，环境好，地理位置好。,嘉和城白鹭前湖 兴宁东,3室2厅,98.9平米,"7,786元/平",77万,南 东南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116846118.html
嘉和城温莎北郡 4室2厅 南 北,嘉和城温莎北郡 兴宁东,4室2厅,88平米,"7,500元/平",66万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116697077.html
海普四季绿城 3室1厅 南,海普四季绿城 兴宁东,3室1厅,100平米,"7,700元/平",77万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116595990.html
大唐印象 3室2厅 南,大唐印象 兴宁东,3室2厅,96.98平米,"8,765元/平",85万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116848568.html
无欠款，全新精装、没入住过，高层价格买洋房,大唐印象 兴宁东,5室2厅,163.6平米,"9,414元/平",154万,东南精装中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105115342661.html
华夏院子 4室1厅 东南 南,华夏院子 兴宁东,4室1厅,130.69平米,"8,417元/平",110万,东南 南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116136440.html
彰泰欢乐颂 3室2厅 南,彰泰欢乐颂 兴宁东,3室2厅,89平米,"10,000元/平",89万,南毛坯高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115562943.html
布洛可4房，南北通透，4房两卫，通风好,布洛可二区 兴宁东,4室2厅,127平米,"7,087元/平",90万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115690488.html
白鹭中洲简装5房3卫，户型坐北朝南采光通风良好,白鹭中洲 兴宁东,5室2厅,128.73平米,"5,904元/平",76万,南简装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116365348.html
欢乐颂北区四房 楼栋位置无遮挡 采光通风俱佳,彰泰欢乐颂 兴宁东,4室2厅,114平米,"8,334元/平",95万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116476683.html
白鹭北城白鹭郡 3室2厅 南,白鹭北城白鹭郡 兴宁东,3室2厅,89平米,"6,180元/平",55万,南简装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117204864.html
九樾府 4室2厅 南 北,九樾府 兴宁东,4室2厅,118平米,"7,967元/平",94万,南 北毛坯低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105117112826.html
碧桂园时代城  精装4房 诚心出售 看房方便,碧桂园·时代城 兴宁东,4室1厅,120平米,"7,000元/平",84万,南 北其他中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105117019756.html
蒙特利岛 4室2厅 南 北,蒙特利岛 兴宁东,4室2厅,170平米,"16,942元/平",288万,南 北简装中楼层(共5层) ,https://nn.lianjia.com/ershoufang/105117010120.html
盛天东郡 5室2厅 南,盛天东郡 兴宁东,5室2厅,211平米,"8,768元/平",185万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117089452.html
嘉和城温莎北郡  精装4房 楼层采光好  看房方便,嘉和城塞纳北岸 兴宁东,4室2厅,93平米,"7,850元/平",73万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115235570.html
兴进郡府，毛坯三房，113平95万，厅出阳台。,兴进珺府 兴宁东,4室2厅,113平米,"8,408元/平",95万,东北毛坯高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115303872.html
