标题,位置,房屋类型,面积,单价,总价,介绍,网址
五象总部基地 有大露台  近地铁口 +五象湖公园+菜市,光明城市梦溪苑 五象湖,4室2厅,151.46平米,"10,762元/平",163万,北其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105106885022.html
五象澜庭府 全新精装未入住 通风采光好 看房方便,五象澜庭府臻苑 五象湖,3室2厅,98平米,"10,817元/平",106万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115410457.html
彰泰府 3室2厅 东南,彰泰府 五象湖,3室2厅,99平米,"16,162元/平",160万,东南精装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105111925107.html
万科魅力之城四房两厅两卫中间楼层视野开阔,万科魅力之城 五象湖,4室2厅,89平米,"14,158元/平",126万,东南精装中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105114198609.html
五象湖 万科魅力之城 四房两厅两卫 出售 看房方便,万科魅力之城 五象湖,4室2厅,89平米,"12,360元/平",110万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113736250.html
朝南三房 精装修 户型方正 业主诚心出售,龙光玖誉湖雅湖 五象文旅,3室2厅,96.75平米,"10,336元/平",100万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114191095.html
业主诚意出售，户型方正，4房，近地铁口，配套齐全,天誉花园5组团 五象文旅,4室2厅,140.29平米,"8,768元/平",123万,东南毛坯中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113959062.html
檀府印象檀熙 3室2厅 南,檀府印象檀熙 五象湖,3室2厅,98平米,"10,205元/平",100万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114659816.html
英华嘉园 3室2厅 南 北,英华嘉园 玉洞,3室2厅,100平米,"6,300元/平",63万,南 北精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114740128.html
精装交付，地铁口，小区园林绿化好,中南紫云集（北区） 玉洞,3室2厅,95平米,"11,053元/平",105万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114927238.html
五象湖芯，房子阳台朝南，好楼层，通风采光好,五象澜庭府锦苑 五象湖,3室2厅,98平米,"12,041元/平",118万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115433638.html
五象湖二三号地铁口，万象汇旁精装四房，带入户花园,合景天汇广场 五象湖,4室2厅,119平米,"15,127元/平",180万,南其他中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105115514141.html
五象一线江景房，顶楼楼中楼，无遮挡价格实惠。,汉军五象一号 玉洞,6室2厅,236.85平米,"10,471元/平",248万,南 北其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105112725558.html
天苍苍，野茫茫，这套房子真的强0.0,天誉半岛 五象文旅,5室2厅,137.66平米,"10,897元/平",150万,南其他低楼层(共61层) ,https://nn.lianjia.com/ershoufang/105112074688.html
万科物业，大品牌有保障··上市的物业，口碑好,万科星都荟 五象湖,3室2厅,92平米,"8,696元/平",80万,东南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112793726.html
五象南 印象愉景湾 精装四房 看房方便,印象·愉景湾 五象湖,4室1厅,121平米,"7,108元/平",86万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113431642.html
御景山 3室2厅 东南,御景山 五象核心区,3室2厅,98平米,"14,082元/平",138万,东南精装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105112532104.html
华润置地悦年华·润府 3室2厅 西南,华润置地悦年华·润府 五象湖,3室2厅,110平米,"13,637元/平",150万,西南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112967590.html
五象南万科星都荟，大品牌精装三房，带家具家电！,万科星都荟 五象湖,3室2厅,92平米,"11,957元/平",110万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112385192.html
五象湖 万科魅力之城  四房出售 坐北朝南,万科魅力之城 五象湖,4室2厅,89平米,"13,484元/平",120万,南 北精装中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105115817522.html
五象湖旁3房，朝南向 近地铁，含车位有红本 随时过户,光明城市梦溪苑 五象湖,3室2厅,101.67平米,"9,640元/平",98万,东南毛坯低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115035528.html
万科星都荟 3室2厅 南,万科星都荟 五象湖,3室2厅,92平米,"10,870元/平",100万,南其他中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105112189445.html
五象南欢乐之家毛坯4房业主诚心出售,欢乐之家 五象湖,4室2厅,115平米,"5,653元/平",65万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117092181.html
五象湖为伴，百米上学路！您值得拥有！,龙光玖珑湖 五象湖,4室2厅,130.27平米,"14,586元/平",190万,北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112358934.html
满五唯一  中高楼层   毛坯   可以按自己的风格装修,龙光玖珑湖 五象湖,4室2厅,128平米,"13,672元/平",175万,南 北毛坯高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114135016.html
五象湖边上通透大四房，精装修，户型方正动静分离,龙光玖珑湖 五象湖,4室2厅,132平米,"13,637元/平",180万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114302121.html
沁园 3室2厅 南,沁园 五象核心区,3室2厅,117.5平米,"11,490元/平",135万,南毛坯高楼层(共16层) ,https://nn.lianjia.com/ershoufang/105116793587.html
印象愉景湾精装三房有证满二，过户方便，高层视野好！,印象·愉景湾 五象湖,3室1厅,96.83平米,"8,779元/平",85万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112714368.html
万科物业，精装四房未入住，看房方便,万科星都荟 五象湖,4室2厅,113.23平米,"11,923元/平",135万,南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110656000.html
业主自装三房，因回家发展忍痛割爱,彰泰郡 五象湖,3室2厅,86.9平米,"10,127元/平",88万,东南其他高楼层(共19层) ,https://nn.lianjia.com/ershoufang/105112684903.html
精装三房可直接入住，地铁物业，看房方便,绿地 · 国际花都 五象湖,3室2厅,84平米,"13,096元/平",110万,南其他中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105110847285.html
欢乐之家 4室2厅 南 北,欢乐之家 五象湖,4室2厅,114.93平米,"8,527元/平",98万,南 北其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116417710.html
精装交付全新未入住，业主忍痛割爱，看房有钥匙,万科金域国际 五象湖,4室2厅,126平米,"9,127元/平",115万,南简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114495016.html
龙光玖珑湖4-2-1-2 120.00m² 216 万,龙光玖珑湖 五象湖,4室2厅,120平米,"17,500元/平",210万,南 北其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105107819958.html
五象湖旁 四大天王 建发品质值得信赖 圈层好,建发央玺 五象湖,2室1厅,67平米,"20,896元/平",140万,东南其他16层 ,https://nn.lianjia.com/ershoufang/105112543850.html
此房精装交付，全新未入住，户型格局方正，视野好。,中南紫云集（南区） 玉洞,3室2厅,95平米,"10,000元/平",95万,东南 南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115045565.html
全新交付未入住。小区环境好，楼间距宽视野开阔。,印象·愉景湾 五象湖,3室1厅,85平米,"8,000元/平",68万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114168004.html
房子可以装修成双钥匙使用面积高，好出租,阳光城时代中心 五象核心区,1室1厅,59.2平米,"12,669元/平",75万,南毛坯中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115347927.html
地铁口精装三房，中间楼层，看房方便,合景天汇广场 五象湖,3室1厅,95平米,"10,000元/平",95万,东南简装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105114355188.html
全新交付未入住。小区环境好，楼间距宽视野开阔。,印象·愉景湾 五象湖,3室2厅,96.54平米,"8,287元/平",80万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115557531.html
建发印月精装三房，高品质楼盘，业主诚心卖，圈层好,建发五象印月 五象湖,3室2厅,108平米,"21,112元/平",228万,东南精装中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105114869230.html
五象南，近万象汇，欢乐之家四房出售！,欢乐之家 五象湖,4室1厅,116平米,"6,897元/平",80万,南毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115318067.html
龙光玖珑湖 4室2厅 南 北,龙光玖珑湖 五象湖,4室2厅,132.88平米,"17,008元/平",226万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111961940.html
华润二十四城 2室2厅 东南,华润二十四城 五象湖,2室2厅,70平米,"19,286元/平",135万,东南精装中楼层(共53层) ,https://nn.lianjia.com/ershoufang/105117155711.html
中南紫云集（北区）精装三房 2号线地铁,中南紫云集（北区） 玉洞,3室2厅,95平米,"12,106元/平",115万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112769662.html
此房位于总部基地，是复试公寓.5.09米层高，,富雅国际商务大厦 五象核心区,1室1厅,110.12平米,"7,256元/平",79.9万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113725402.html
配套齐全，出行方便，业主诚心卖,华润置地悦年华·润府 五象湖,3室2厅,110平米,"12,046元/平",132.5万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115925584.html
五象湖 融创九棠府 精装四房 业主诚心出售,融创九棠府一期 五象湖,4室1厅,127平米,"9,843元/平",125万,东南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113648650.html
三中旁 业主急售 产权清晰  看房方便,万科魅力之城 五象湖,4室1厅,92平米,"11,957元/平",110万,南精装低楼层(共35层) ,https://nn.lianjia.com/ershoufang/105114353869.html
五象南，欢乐之家。南北对流毛坯四房。,欢乐之家 五象湖,4室2厅,115平米,"6,783元/平",78万,南 北毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113490822.html
×区房，房子有证，无欠款，随时可以过户，精装3房,绿地 · 国际花都 五象湖,3室2厅,84平米,"10,596元/平",89万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105108139586.html
五象湖公园 精装大四房 看房便利 诚心出售,光明城市行知苑 五象湖,4室1厅,131平米,"10,306元/平",135万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115907336.html
此房采光好，视野广阔，小区园林面积广，绿地面积宽,印象·愉景湾 五象湖,4室2厅,123平米,"8,374元/平",103万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114454473.html
五象南北通大三房，年轻北欧风，业主长得帅好说话,恒大御景 玉洞,3室1厅,128.43平米,"7,787元/平",100万,东南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105531158.html
五象南龙光玖珑郡!小户型一房，毛坯房！,龙光玖珑郡 五象湖,2室1厅,32.06平米,"5,272元/平",16.9万,南毛坯高楼层(共19层) ,https://nn.lianjia.com/ershoufang/105112935758.html
业主急售 户型方正  交通便利,万科星都荟 五象湖,3室2厅,113.45平米,"10,137元/平",115万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105108635402.html
两套打通做一套卖还带一个七十平大露台使用面积三百,宝能五象湖一号 五象湖,5室4厅,220平米,"10,000元/平",220万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111823783.html
龙光玖誉湖御湖 3室2厅 南,龙光玖誉湖御湖 五象文旅,3室2厅,100.22平米,"10,976元/平",110万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109645520.html
荣和半山华府 视野无遮挡 阳台已封玻璃 准新房 景华,荣和·半山华府 玉洞,4室2厅,116.62平米,"9,004元/平",105万,南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105112492047.html
五象湖公园，一梯一户的精装5房,碧桂园天玺湾 玉洞,5室2厅,169平米,"12,427元/平",210万,南 北其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114811643.html
此房位置好，不靠路边，户型方正，高楼层视野开阔！,绿地 · 国际花都 五象湖,3室2厅,92平米,"11,957元/平",110万,东南 南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113162700.html
证件齐全，看小区园林，视野好，精装,华润置地悦年华·润府 五象湖,3室2厅,110平米,"13,637元/平",150万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116141780.html
光明城市梦溪苑 3室2厅 东南,光明城市梦溪苑 五象湖,3室2厅,100平米,"11,500元/平",115万,东南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117041207.html
万象汇，双地铁口，精装三房，业主诚心出售，欢迎咨询,绿地 · 国际花都 五象湖,3室2厅,89平米,"10,225元/平",91万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116078428.html
五香湖畔，靓娄娄毛坯5房，湖畔书院，隔壁就是教育,湖畔书院 五象湖,5室2厅,163平米,"18,405元/平",300万,南 北其他中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105114876790.html
中南紫云集已交房，精装未入住过，首付交房，业主急卖,中南紫云集（南区） 玉洞,3室2厅,95平米,"10,527元/平",100万,南 东南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105108400316.html
天筑米兰 2室1厅 北,天筑米兰 玉洞,2室1厅,69.45平米,"7,920元/平",55万,北其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115149500.html
五象湖旁 别墅区 业主诚心出售,龙光天瀛 五象湖,5室3厅,158平米,"25,317元/平",400万,东南其他低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105115079849.html
五象湖旁  建发央玺 品质值得信赖 圈层好,建发央玺 五象湖,3室1厅,97平米,"17,526元/平",170万,南毛坯16层 ,https://nn.lianjia.com/ershoufang/105114243098.html
万科精装三房 好楼层好楼栋 看小区园林,万科金域蓝湾 五象湖,3室2厅,91平米,"19,231元/平",175万,南精装中楼层(共42层) ,https://nn.lianjia.com/ershoufang/105115301446.html
人生大事，这套好房.在这恭候您的到来，,融创九棠府二期 五象湖,4室2厅,143平米,"10,140元/平",145万,南 北精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114826897.html
证件齐全，公园小区全新装修，即买即入住,合景香悦四季 玉洞,4室2厅,125.52平米,"7,569元/平",95万,北精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105109778572.html
三中旁边，万科物业，万象汇旁，高楼层,万科魅力之城 五象湖,4室2厅,92平米,"11,414元/平",105万,南精装高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105111224997.html
总部基地地铁口 家居三房 万科品牌物业 交通便利 朝南,万科金域中央一期 玉洞,3室2厅,100平米,"14,000元/平",140万,南其他中楼层(共44层) ,https://nn.lianjia.com/ershoufang/105106754034.html
绿地国际花都 高层通风采光好 附车位,绿地 · 国际花都 五象湖,3室2厅,92平米,"14,457元/平",133万,东南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114229663.html
彰泰府洋房，小区环境优美，精装修,彰泰府 五象湖,4室2厅,143平米,"21,994元/平",314.5万,南其他中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105110501679.html
五象明珠 3室2卫 南北 采光充足 配套设施齐全,五象明珠 玉洞,3室1厅,118平米,"13,560元/平",160万,南毛坯高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113633493.html
荣和半山华府旁 瑞和家园副近 带露台4房总价80万,半山雅居 玉洞,4室2厅,126.88平米,"6,621元/平",84万,南精装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113339133.html
中南紫云集 北区 精装三房 95平,中南紫云集（北区） 玉洞,3室2厅,95平米,"12,632元/平",120万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113715400.html
瑞和家园正规两房 有车位 中间楼层 有家电家具,瑞和家园(湖畔里) 玉洞,2室2厅,73.32平米,"8,866元/平",65万,东南精装中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105113763569.html
沁园 3室2厅 南,沁园 五象核心区,3室2厅,101.37平米,"11,838元/平",120万,南毛坯中楼层(共19层) ,https://nn.lianjia.com/ershoufang/105116758503.html
恒大御景3-2-1-1 98.00m²业主急售,恒大御景 玉洞,3室2厅,98平米,"8,470元/平",83万,东南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113856211.html
万科魅力之城 3室2厅 南,万科魅力之城 五象湖,3室2厅,89平米,"13,034元/平",116万,南精装中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105116563640.html
彰泰府   精装好楼层    看房随时联系,彰泰府 五象湖,3室2厅,99平米,"16,162元/平",160万,东南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114656350.html
瑞和家园二期 大三房 采光很好 免双税 2号地铁,瑞华·瑞和家園 玉洞,3室1厅,115平米,"7,392元/平",85万,南简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114533193.html
建工城房子南北对流，高层视野好，小区中间位置,建工城 五象湖,5室1厅,169平米,"6,687元/平",113万,南 北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116124702.html
五象湖玉洞片区，2号地铁东风路站精装房。,中南紫云集（北区） 玉洞,4室2厅,128.59平米,"13,221元/平",170万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114813554.html
荣和·半山华府4-2-1-2 128.00m业主诚心出售,荣和·半山华府 玉洞,4室2厅,128平米,"10,157元/平",130万,西南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114923737.html
精装三房！五象南，龙光玖珑郡。,龙光玖珑郡 五象湖,3室2厅,89平米,"8,427元/平",75万,南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113991411.html
总部基地无遮挡视野，价格可谈，有证！！,万科金域中央一期 玉洞,4室2厅,108平米,"16,204元/平",175万,东其他高楼层(共58层) ,https://nn.lianjia.com/ershoufang/105113953586.html
总部基地  户型方正四房  户型通透  通风采光良好,光明城市梦溪苑 五象湖,4室2厅,139平米,"9,353元/平",130万,东南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114230572.html
2号线中南紫云集全新精装3房诚心出售,中南紫云集（北区） 玉洞,3室2厅,95平米,"10,527元/平",100万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114257666.html
精装交付，全新未入住，交通便利，出行方便，公园为伴,龙光玖誉湖林湖 五象文旅,4室2厅,108平米,"11,500元/平",124.2万,南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105113650634.html
毛坯4房，楼下地铁玉岭路，看房方便。,路桥锦绣康城 玉洞,5室2厅,142平米,"11,831元/平",168万,北毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113671694.html
天誉城 1室1厅 东南,天誉城 五象文旅,1室1厅,29平米,"10,345元/平",30万,东南精装低楼层(共36层) ,https://nn.lianjia.com/ershoufang/105114469089.html
央企品牌，华润置地，毛坯五房，业主诚心出售！,华润二十四城 五象湖,5室2厅,169.3平米,"15,889元/平",269万,南毛坯中楼层(共53层) ,https://nn.lianjia.com/ershoufang/105114719608.html
五象南彰泰郡精装3房业主诚心出售,彰泰郡 五象湖,4室2厅,103平米,"9,515元/平",98万,南 北其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114845865.html
业主一手买入，现诚心出售，产权清晰，方便看房,建工城 五象湖,4室2厅,94.6平米,"8,351元/平",79万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114764896.html
融创九棠府精装4房，业主诚心出售，家具配齐拎包方便,融创九棠府一期 五象湖,4室2厅,119平米,"12,606元/平",150万,南 北精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105113660489.html
五象明珠双天桃宜家旁毛坯三房出售,五象明珠 玉洞,3室2厅,89平米,"14,383元/平",128万,东南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113782297.html
五象新区，次新小区，精装三房中高层视野好,彰泰郡 五象湖,3室1厅,86平米,"9,652元/平",83万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114065556.html
开发商精装交付，南北通四房，业主诚心出售，欢迎电询,彰泰郡 五象湖,4室2厅,103平米,"10,389元/平",107万,南 北其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111426953.html
光明城市 方正三房 朝南 无安置 视野开阔 近湖,光明城市梦溪苑 五象湖,3室1厅,97平米,"10,000元/平",97万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115734240.html
合景香悦四季 4室2厅 南 北,合景香悦四季 玉洞,4室2厅,125.81平米,"9,141元/平",115万,南 北精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112447315.html
合景香悦四季3-2-1-2 106.00m² 106,合景香悦四季 玉洞,3室2厅,106平米,"8,491元/平",90万,南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105111873152.html
步梯房5楼  小区门口2号线     交通便利,银海华廷 玉洞,2室2厅,76平米,"7,895元/平",60万,南 北精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115791565.html
高楼层，视野好，小区环境优  近地铁、五象湖,中南紫云集（南区） 玉洞,4室2厅,128平米,"11,954元/平",153万,北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115466276.html
开发商自带装修 ，全新未住，看房方便,彰泰府 五象湖,4室2厅,97.83平米,"13,800元/平",135万,南精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115570988.html
彰泰府   精装好楼层    看房随时联系,彰泰府 五象湖,3室2厅,99平米,"16,162元/平",160万,东南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114656350.html
瑞和家园二期 大三房 采光很好 免双税 2号地铁,瑞华·瑞和家園 玉洞,3室1厅,115平米,"7,392元/平",85万,南简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114533193.html
五象湖玉洞片区，2号地铁东风路站精装房。,中南紫云集（北区） 玉洞,4室2厅,128.59平米,"13,221元/平",170万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114813554.html
五象湖边精装交付大三房，高品质楼盘，圈层好,建发五象印月 五象湖,3室2厅,108平米,"22,686元/平",245万,南其他中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105115323024.html
荣和·半山华府4-2-1-2 128.00m业主诚心出售,荣和·半山华府 玉洞,4室2厅,128平米,"10,157元/平",130万,西南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114923737.html
2号线3号线交汇站 地铁口旁 宝能五象湖一号,宝能五象湖一号 五象湖,3室2厅,92平米,"12,827元/平",118万,南 北其他低楼层(共45层) ,https://nn.lianjia.com/ershoufang/105116764486.html
合景叠翠峰毛坯三房，现房，有车位,合景叠翠峰 五象湖,3室2厅,94.91平米,"6,638元/平",63万,南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116018721.html
五象湖边上 高楼层 视野好 中式园林 毛坯可随意装修,建发央玺 五象湖,4室2厅,142平米,"20,423元/平",290万,南其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116249250.html
五象澜庭府3房2厅全新精装看房方便,五象澜庭府锦苑 五象湖,3室2厅,95平米,"11,579元/平",110万,南精装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116912731.html
精装3房  户型方正  高层视野好   看房方便,荣和五象院子 五象湖,3室1厅,70平米,"10,715元/平",75万,南其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116088150.html
建工城三房自带游泳池，篮球场，会所，农贸市场,建工城 五象湖,3室2厅,125平米,"7,600元/平",95万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116124423.html
全新装修没入住，业主诚心卖，可看房方便,宝能五象湖一号 五象湖,3室2厅,108平米,"17,593元/平",190万,东南其他中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105115917899.html
业主急售 五象南124平大4房 户型方正,建工城 五象湖,4室2厅,123平米,"6,667元/平",82万,南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115291435.html
地铁2、3号线、万象汇  交通便利,绿地 · 国际花都 五象湖,3室2厅,84平米,"10,715元/平",90万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115681764.html
五象湖少有直面看湖景四大天王建发品质,建发五象印月 五象湖,4室2厅,165.03平米,"24,420元/平",403万,南其他中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116548381.html
荣和·五象学府 4室2厅 南,荣和·五象学府 五象湖,4室2厅,98平米,"12,756元/平",125万,南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116973040.html
五象南毛坯四房，南北对流，契税满二。,欢乐之家 五象湖,4室2厅,115平米,"6,800元/平",78.2万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116982865.html
英华嘉园3-1-1-1 104.43m²业主诚心出售,英华嘉园 玉洞,3室1厅,104.43平米,"6,704元/平",70万,南 北其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116412729.html
满二无欠款 含家私出售 地铁口物业 天桃,万科金域中央一期 玉洞,3室2厅,100平米,"14,000元/平",140万,南其他低楼层(共44层) ,https://nn.lianjia.com/ershoufang/105116605787.html
五象南建工城毛坯4房136平业主诚心出售,建工城 五象湖,4室2厅,136.84平米,"6,578元/平",90万,西北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116168486.html
此房户型宽敞明亮，户型好，视野好户型好，视野好,天誉半岛 五象文旅,4室2厅,139.11平米,"15,815元/平",220万,南精装低楼层(共51层) ,https://nn.lianjia.com/ershoufang/105108403378.html
五象新区恒大精装出售价格实惠欢迎来看房楼层中间,恒大御景 玉洞,3室1厅,111平米,"9,460元/平",105万,南 东南简装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105108582135.html
五象总部旁，双地铁口，交通便利 生活配套齐全,万科金域中央一期 玉洞,3室2厅,102平米,"14,706元/平",150万,东南其他低楼层(共58层) ,https://nn.lianjia.com/ershoufang/105107563153.html
近五象湖 近地铁 中南紫云集 精装三房 新交房,中南紫云集（北区） 玉洞,3室2厅,94.43平米,"13,026元/平",123万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105108569104.html
总部基地 万科高层居家三房 东南向 视野好 采光通风,万科金域中央一期 玉洞,3室2厅,100.37平米,"14,248元/平",143万,东南其他高楼层(共50层) ,https://nn.lianjia.com/ershoufang/105109122444.html
万科金域   中秧紫台175平米旁边宜家综合广场,万科紫台 玉洞,4室2厅,175平米,"21,715元/平",380万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105107551014.html
强改善户型 跃层 底复 使用面积大 居住舒适,广源华府 五象核心区,6室2厅,198平米,"23,233元/平",460万,南毛坯低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115602415.html
高品质   低密度   好物业   五象芯,彰泰府 五象湖,4室1厅,109平米,"22,019元/平",240万,南其他高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105113579788.html
房子精装修交付装修漂亮，业主诚心出售，房子在9楼,龙光玖誉湖御湖 五象文旅,5室2厅,134平米,"10,299元/平",138万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116897911.html
五象大唐果 大四房 南北通 看房方便,五象大唐果 五象文旅,4室2厅,113平米,"10,885元/平",123万,南 北其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105117099503.html
精装修3房    采光通透    近五象总部基地,恒大绿洲 大沙田,3室2厅,104平米,"7,693元/平",80万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116890649.html
天誉半岛 3房  随时看房  毛坯  近江景  近4号线,天誉半岛 五象文旅,3室2厅,92平米,"10,653元/平",98万,南毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105104699532.html
龙光精装三房 业主诚心出售 喜欢的微,龙光玖誉湖林湖 五象文旅,3室2厅,89平米,"9,439元/平",84万,东南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115633526.html
