标题,位置,房屋类型,面积,单价,总价,介绍,网址
南湖名都 一线江景 三面看湖 满五唯一 诚心出售,南湖名都广场 金湖,7室3厅,410.77平米,"21,375元/平",878万,北毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105107360922.html
禧悦都 邕江边 小区中间 精装大四房 满二 采光号,禧悦都 凤岭南,4室2厅,129平米,"13,954元/平",180万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115054955.html
精装四房两厅两卫，南北通透，业主诚心出售,莱茵湖畔 琅东,4室2厅,141.67平米,"12,353元/平",175万,南 北其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105105962456.html
地铁壹号县物业  总价低  首付门槛低,利海亚洲国际B区 东盟商务区,3室2厅,121.25平米,"13,609元/平",165万,北简装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105109395294.html
保利央企开发，房子朝南，楼间距比较宽,保利·领秀前城青秀郡 凤岭南,3室2厅,84.25平米,"14,837元/平",125万,南其他高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105111071452.html
民歌湖旁 城市花园 一房一厅 户型方正 采光好,城市花园 金湖,1室1厅,46.66平米,"11,359元/平",53万,东南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113431831.html
保利小三房，楼层好，采光充足，业主急卖,保利·领秀前城青秀郡 凤岭南,3室2厅,86平米,"12,791元/平",110万,南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116177734.html
楼层好 视野开阔 采光充足 配套设施齐全 交通便利,阳光100上东国际 琅东,1室0厅,51平米,"10,785元/平",55万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105105962757.html
近江边小区，毛坯房，房子的景观可看江景视野。,保利冠江墅一期 凤岭南,5室2厅,178平米,"21,911元/平",390万,南 北毛坯低楼层(共43层) ,https://nn.lianjia.com/ershoufang/105115773039.html
莱茵湖畔 4室2厅 南,莱茵湖畔 琅东,4室2厅,134.39平米,"12,278元/平",165万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114533349.html
房子满五不唯一房子装修保养不错的采光好 看见既所得,恒大苹果园·东方诗韵 琅东,2室2厅,92平米,"8,914元/平",82万,南 北简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115444423.html
青秀凤岭南李宁体育园旁精装三房价格美丽,恒大苹果园·东方诗韵 琅东,3室2厅,130平米,"7,154元/平",93万,南精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115049909.html
视野开阔，采光充足，配套设施齐全，交通便利。,莱茵湖畔 琅东,3室2厅,130平米,"13,077元/平",170万,南其他高楼层(共13层) ,https://nn.lianjia.com/ershoufang/105107553857.html
冠江墅大平层江景4房 看房方便 产权清晰 满二 税费少,保利冠江墅一期 凤岭南,4室2厅,169平米,"24,261元/平",410万,南毛坯中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114837383.html
地理位置佳 交通便利 配套完善 园林式小区,莱茵湖畔 琅东,4室2厅,121平米,"12,976元/平",157万,南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108305278.html
恒大苹果园精装三房有证楼层视野好,恒大苹果园·东方诗韵 琅东,3室2厅,154.3平米,"7,778元/平",120万,东南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116139598.html
青秀郡 南北通透3+1 自住用房保养好 带车位,保利·领秀前城青秀郡 凤岭南,4室2厅,108平米,"14,815元/平",160万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114698120.html
户型方正，采光好，位置好，业主诚心卖,中房翡翠园A组团 琅东,4室2厅,157平米,"10,000元/平",157万,北精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105110138272.html
莱茵湖畔 2室2厅 南,莱茵湖畔 琅东,2室2厅,88平米,"11,819元/平",104万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113985557.html
青秀郡朝南四房50万装修中间楼层业主诚意出售,保利·领秀前城青秀郡 凤岭南,4室2厅,103.56平米,"15,257元/平",158万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105108020031.html
满五年唯一，房子三面采光，楼间距宽，山顶视野宽阔,中房翡翠园一期 琅东,5室2厅,237平米,"11,815元/平",280万,南其他高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105114792033.html
东盟商务区+琅东客运站+青秀山旁+凤岭南路+恒大苹果园,恒大苹果园·东方诗韵 琅东,2室2厅,91.2平米,"7,895元/平",72万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105103928914.html
保利·领秀前城青秀郡 4室2厅 南,保利·领秀前城青秀郡 凤岭南,4室2厅,108平米,"14,815元/平",160万,南其他高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105114923829.html
东盟商务区， 万象城邻居，临石门公园,天广和花园 东盟商务区,5室2厅,216.21平米,"17,113元/平",370万,东南简装高楼层(共10层) ,https://nn.lianjia.com/ershoufang/105105170207.html
东盟商务圈，地铁口，交通便利，绿化高,莱茵湖畔 琅东,2室2厅,97平米,"12,681元/平",123万,西南 南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105104815556.html
上东国际、民族大道上、凤岭地铁口。,阳光100上东国际 琅东,3室2厅,130平米,"9,539元/平",124万,南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105106937871.html
恒大苹果园·金色阳光 3室2厅 南 北,恒大苹果园·金色阳光 琅东,3室2厅,158.05平米,"8,795元/平",139万,南 北精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105109360656.html
恒大苹果园192平大3房2厅售价212万,恒大苹果园·东方诗韵 琅东,3室2厅,192.1平米,"9,631元/平",185万,南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105108060722.html
精装一房，业主诚心出售，看房方便,中房翡翠园一期 琅东,1室1厅,45平米,"12,445元/平",56万,南精装高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105106657371.html
上东国际写字楼急售！急售！！急售!!!,阳光100上东国际 琅东,1室0厅,55平米,"9,091元/平",50万,东简装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105111136952.html
东盟商务区  翡翠园一期    看房提前联系可以看,中房翡翠园一期 琅东,3室2厅,149.25平米,"10,721元/平",160万,南简装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105109080155.html
产权清晰，业主诚心出售，视野开阔，大户型居住舒适,恒大苹果园·东方诗韵 琅东,3室2厅,148.08平米,"7,969元/平",118万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105106460625.html
高 端人群居住小区  养老佳园，前水后山，,龍曦山莊 东盟商务区,4室2厅,173平米,"17,920元/平",310万,南精装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105103317585.html
东方诗韵大三房，坐北朝南，业主诚信出售,恒大苹果园·东方诗韵 琅东,3室2厅,149平米,"9,000元/平",134.1万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105105235609.html
房子满五不唯一，采光好，精装修大平层，业主诚心出售,枫林蓝岸 凤岭北,4室2厅,167平米,"15,569元/平",260万,南 北精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105116575381.html
民族大道旁，东盟商务区地铁口精装三房，业主诚心出售,荣和·东盟国际 凤岭北,3室2厅,111.35平米,"16,166元/平",180万,南精装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105106365147.html
中房.翡翠园黄青庭一楼花园房出售,中房翡翠园一期 琅东,3室2厅,133.28平米,"11,180元/平",149万,东南简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105110110334.html
凤岭南苹果园140平3房119万低总价无欠款方便看房,恒大苹果园·东方诗韵 琅东,3室2厅,140.89平米,"8,234元/平",116万,南毛坯低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108056717.html
青秀万达公馆 精装户型3房2厅2卫 高层 视野不错,万达公馆 青秀万达,3室2厅,178平米,"19,663元/平",350万,南精装低楼层(共60层) ,https://nn.lianjia.com/ershoufang/105112606794.html
南向大三房，带一个大入户花园两个阳台，实用面积大,香格里拉二期 凤岭北,3室2厅,116平米,"14,656元/平",170万,南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114690353.html
民族大道，金湖广场，民歌湖，精装3房出售,汇东国际 金湖,3室2厅,134.19平米,"10,284元/平",138万,东南简装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111218076.html
华凯逸悦豪庭二期 三房 楼层好 看小区 毛坯,华凯·逸悦豪庭二期 凤岭北,3室2厅,114.5平米,"12,009元/平",137.5万,北毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115141696.html
东盟商务区旁，百万精装大平层，读书方便,恒大苹果园·金色阳光 琅东,4室2厅,203.8平米,"8,244元/平",168万,东南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115632597.html
凤岭北地铁口 产权清晰，户型方正，视野开阔，,华凯·逸悦豪庭二期 凤岭北,3室2厅,120平米,"10,834元/平",130万,南简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115363394.html
东商区盛天华府+品质住宅区+生活便利,盛天华府 东盟商务区,2室2厅,89.73平米,"23,181元/平",208万,东南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111276103.html
房型很好，好楼层，难得的好房！,凯悦国际 东盟商务区,3室2厅,148.59平米,"18,508元/平",275万,东南毛坯中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105107334511.html
梦之岛花园三房两厅两卫中间楼层 豪 华 装修,梦之岛花园 琅东,3室2厅,125平米,"10,400元/平",130万,南 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111255600.html
保利·领秀前城青秀郡 4室2厅 南,保利·领秀前城青秀郡 凤岭南,4室2厅,105平米,"16,810元/平",176.5万,南精装高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105104745587.html
业主诚心出售，楼层好，视野开阔，交通方便，配套齐全,利海亚洲国际B区 东盟商务区,1室1厅,30.66平米,"18,591元/平",57万,东南 南其他高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105116354193.html
品质小区  满五唯一 看公园三房 广源国际社区,广源国际社区 东盟商务区,3室2厅,125平米,"14,240元/平",178万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106295801.html
朝南户型 带单独露台 配套成熟 出行方便,耀凯凤岭1号 东盟商务区,3室2厅,134平米,"17,986元/平",241万,南 北其他低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115825426.html
业主自住精装修，两房复式楼，小区安静环境好,凤岭山语城 凤岭北,2室2厅,74平米,"14,325元/平",106万,南 北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112204692.html
东盟CBD.盛天华府，盛天地享受万象生活,盛天华府 东盟商务区,4室2厅,111.6平米,"21,327元/平",238万,南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105104108541.html
小户型装修很漂亮，中高楼层，业主诚心出售,保利·领秀前城青秀郡 凤岭南,3室2厅,85.11平米,"15,040元/平",128万,东南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112804939.html
盛天华府 3室2厅 东南,盛天华府 东盟商务区,3室2厅,83.33平米,"30,002元/平",250万,东南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105112813508.html
凤岭山语城 精装复式两房 交通便利,凤岭山语城 凤岭北,2室1厅,73平米,"15,069元/平",110万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105106570281.html
地铁口 近青山 满五不唯一 业主诚心出售,云星钱隆天下南区 东盟商务区,3室2厅,135平米,"13,704元/平",185万,南其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105110625570.html
翡翠园二期 两房 出售 100万,中房翡翠园二期 琅东,2室2厅,69.49平米,"13,240元/平",92万,东精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113595439.html
国贸中心四房出售 高楼层，视野开阔,国贸中心 朝阳,4室2厅,195.43平米,"9,723元/平",190万,东南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111348185.html
上东国际写字楼急售！急售！！急售!!!,阳光100上东国际 琅东,1室0厅,55平米,"9,091元/平",50万,东简装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105111136918.html
东盟商务区，利海亚洲国际，生活配套齐全,利海亚洲国际B区 东盟商务区,2室1厅,66平米,"15,910元/平",105万,东南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105105419885.html
业主诚心出售  采光好  户型方正,恒大苹果园·东方诗韵 琅东,2室1厅,131.46平米,"7,455元/平",98万,南其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111698588.html
商务区 联盟新城 配套成熟 红本在手 三房带花园,联盟新城 东盟商务区,3室2厅,121.32平米,"17,310元/平",210万,南精装低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105103384292.html
阳光100上东国际 1室1厅 南,阳光100上东国际 琅东,1室1厅,68.44平米,"10,959元/平",75万,南简装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105111747229.html
利海亚洲国际B区 4室2厅 南,利海亚洲国际B区 东盟商务区,4室2厅,158平米,"13,292元/平",210万,南简装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105109503209.html
琅东汽车站，刚需一房一厅，大阳台，采光好,恒大苹果园·东方诗韵 琅东,1室1厅,45平米,"12,223元/平",55万,东南简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105105272208.html
地铁口59平一房一厅，视野开阔，户型方正实用,国贸中心 朝阳,1室1厅,50.5平米,"14,852元/平",75万,东南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109492643.html
朝阳广场 国贸 电梯两房急售 近地铁,国贸中心 朝阳,2室1厅,75.28平米,"14,613元/平",110万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105112978057.html
万象城地铁 少有买一层得二层高7米 七房四厅 可谈价,联盟新城 东盟商务区,7室4厅,115平米,"31,131元/平",358万,东南简装高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105112808188.html
房子视野好，朝阳商圈地段，配套成熟,国贸中心 朝阳,2室1厅,82.48平米,"12,125元/平",100万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114609026.html
领秀前城禧悦都楼中楼  带大露台 全新精装 视野景观好,禧悦都 凤岭南,4室2厅,198平米,"16,667元/平",330万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113111237.html
东盟吃喝玩乐一体化 孝心楼层 诚心出售,盛天华府 东盟商务区,3室2厅,89.33平米,"22,389元/平",200万,东南简装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105111068804.html
房子楼层好、采光通风足，业主诚意出售房源,盛天华府 东盟商务区,3室2厅,82.8平米,"22,947元/平",190万,南精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105108334919.html
盛天华府 精装3房 总价低 业主诚心卖 位置安静,盛天华府 东盟商务区,3室2厅,74平米,"21,352元/平",158万,南简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112917446.html
保利毛坯四房，中间楼层视野开阔，业主诚心出售,保利·领秀前城青秀郡 凤岭南,4室1厅,126平米,"12,699元/平",160万,南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115529933.html
凤岭南 保利领秀前程旁 大平层 总价低,恒大苹果园·东方诗韵 琅东,4室1厅,200平米,"6,400元/平",128万,南简装低楼层(共21层) ,https://nn.lianjia.com/ershoufang/105115504650.html
华发国宾壹号 2室1厅 东南,华发国宾壹号 柳沙,2室1厅,81.2平米,"16,257元/平",132万,东南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105112846863.html
业主诚心出售，楼层好，视野开阔，交通方便，配套齐全,利海亚洲国际B区 东盟商务区,1室2厅,66.78平米,"12,729元/平",85万,南 北其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116223103.html
领世郡1号 3室2厅 南 北,领世郡1号 东盟商务区,3室2厅,177平米,"16,950元/平",300万,南 北其他中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105117031729.html
盛天国际三房两厅两卫业主自住有心出手,盛天国际 星湖,3室2厅,86.02平米,"20,345元/平",175万,西南其他高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105104559151.html
带大露台，子母车位，近青山，地铁口，满五，诚心出售,云星钱隆天下南区 东盟商务区,3室2厅,103.89平米,"16,845元/平",175万,南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113477864.html
竹溪路66号 3室2厅 南,竹溪路66号 东盟商务区,3室2厅,215平米,"15,814元/平",340万,南其他高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105114704248.html
一梯两户 总层11楼小高层 南北对流  配套齐全,鑫龙小区 东盟商务区,3室2厅,129平米,"14,729元/平",190万,南精装中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105114980777.html
东盟商务区复式楼，正常层高，业主急售,五洲国际 东盟商务区,3室2厅,92平米,"13,914元/平",128万,南其他高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105113590375.html
此房南北双阳台，楼层好视野宽阔采光充足交通便利,华凯·逸悦豪庭二期 凤岭北,3室2厅,136平米,"10,442元/平",142万,南毛坯高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114545216.html
此房格局通透，好楼层，视野宽阔，采光充足。,绿地中央广场 青秀万达,4室2厅,143平米,"16,994元/平",243万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115410790.html
青秀区  凤岭北 美泉1612  诚心出售价钱可谈,美泉1612 凤岭北,1室1厅,35.44平米,"16,366元/平",58万,南精装高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105103763309.html
绿地一期，诚心出售精装四房，高楼层，南北通透位置好,绿地中央广场 青秀万达,4室2厅,143.6平米,"18,803元/平",270万,南 北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114321920.html
三梯三户 3.1米层高 视野开阔 大平层,霖峰壹号3组团 凤岭北,5室2厅,171平米,"15,673元/平",268万,东南毛坯58层 ,https://nn.lianjia.com/ershoufang/105116909847.html
阳光100上东国际 精装修大单间宜商宜居,阳光100上东国际 琅东,1室1厅,69平米,"10,870元/平",75万,南其他中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105105532624.html
长湖路近南湖公园的楼中楼 少有出售户型 近地铁和万达,中天世纪花园 东葛路,5室2厅,213平米,"8,921元/平",190万,南简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113807332.html
地铁口  21年交房  小高层 翡翠时光,中房翡翠时光 琅东,3室2厅,123.37平米,"14,996元/平",185万,南 北其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115897338.html
凤岭地鉄站旁 昊然风景1房1厅,昊然风景 琅东,1室1厅,52.23平米,"14,360元/平",75万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115199542.html
国宾四期 3露台 101+25方 3+1户型 满两年,华发国宾壹号 柳沙,4室2厅,101.65平米,"19,971元/平",203万,南 北其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105109224273.html
凤岭航洋商圈 刚需户型 采光充足 视野开阔,蓝山上城 凤岭北,2室2厅,90平米,"15,000元/平",135万,东南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105109216978.html
荣和大地二组团精装四房两厅两卫  视野好看房提前电话,荣和大地二组团 凤岭北,3室2厅,114.54平米,"15,716元/平",180万,东南 南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110334646.html
红本在手 诚心出售  户型方正  采光视野好,荣和山水美地4组团微笑湾 凤岭北,3室2厅,142.72平米,"12,613元/平",180万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105109291746.html
一号线凤岭站200米，一梯两户大三房，旁边是翡翠园,昊然风景 琅东,3室1厅,142.91平米,"15,255元/平",218万,南精装中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105113509813.html
青秀山+保利领秀前城边+千亩大盘恒大苹果园,恒大苹果园·金色阳光 琅东,4室2厅,176平米,"6,819元/平",120万,东南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105104230246.html
荣和大地二组团 3室1厅 东,荣和大地二组团 凤岭北,3室1厅,89.5平米,"16,202元/平",145万,东精装低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105111828846.html
凤岭北 双天桃 荣和二组团 大五房 业主诚心,荣和大地二组团 凤岭北,6室2厅,192.97平米,"18,086元/平",349万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105102541227.html
江景房 江景房 装修保养好  户型方正,民发大观天下 柳沙,3室2厅,114平米,"12,281元/平",140万,东南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114704867.html
凤岭南 毛坯3+1房 低楼层 适合养老居住,唐樾青山翰府 琅东,3室1厅,97.35平米,"13,868元/平",135万,南毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116706945.html
地铁口2房，满五唯一产权清晰无抵押无欠款,昊然风景 琅东,2室1厅,69平米,"14,783元/平",102万,南精装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105110279815.html
昊然风景标准两房高楼层 有车位,昊然风景 琅东,2室2厅,68.83平米,"15,255元/平",105万,南精装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105106936355.html
昊然风景 3室2厅 东南,昊然风景 琅东,3室2厅,121平米,"11,984元/平",145万,东南其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105107357823.html
恒大苹果园 精心装修 三菱全屋空调 全屋硅藻泥,恒大苹果园·金色阳光 琅东,3室2厅,184.9平米,"8,275元/平",153万,南精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105110015181.html
宏桂东盛 精装4房 业主诚意出售，无欠款，产权清晰。,宏桂东盛 凤岭北,4室2厅,116平米,"16,207元/平",188万,南精装高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105111016250.html
荣和公园大道的精装四房两厅两卫  户型方正随时看房,荣和公园大道 凤岭北,4室2厅,129.31平米,"20,726元/平",268万,南精装低楼层(共42层) ,https://nn.lianjia.com/ershoufang/105114876394.html
东盟商务区，中式园林小区，两梯两户大平层。随时看房,大唐臻观 琅东,5室2厅,191.88平米,"16,417元/平",315万,南毛坯低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105111451432.html
青秀凤岭南，东盟商务区旁三房两厅，距离领秀前城50米,恒大苹果园·金色阳光 琅东,3室2厅,122平米,"6,968元/平",85万,北精装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113689549.html
唐樾青山上叠洋房，满二，无欠款，业主急售,唐樾青山 琅东,4室2厅,175平米,"18,286元/平",320万,南 北毛坯高楼层(共5层) ,https://nn.lianjia.com/ershoufang/105112775342.html
精装修保养好  家电家具齐全 拎包入住,民发大观天下 柳沙,3室2厅,112平米,"11,786元/平",132万,东南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116946533.html
业主诚意出售   1号线地铁口,国贸中心 朝阳,1室1厅,50平米,"13,000元/平",65万,南简装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116229868.html
云星钱隆天下 一房一厅 业主诚出售三美旁,云星钱隆天下北区 金湖,1室1厅,50.85平米,"14,750元/平",75万,北精装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105113137546.html
凤岭北，金龙理想，143平4房，双阳台，适合婚房,金龙理想1号 凤岭北,4室2厅,143平米,"12,028元/平",172万,南精装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105109727926.html
凤岭山语城 4室2厅 南,凤岭山语城 凤岭北,4室2厅,129平米,"16,512元/平",213万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105105009784.html
保利领秀前城 四期 翎峯台 精装大五房,保利领秀前城翎峯台 凤岭南,5室2厅,146平米,"15,206元/平",222万,北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110847492.html
房子东南朝向，毛坯大5房，高层看江景，看房方便,领秀前城领秀府 凤岭南,5室2厅,126平米,"15,874元/平",200万,北毛坯高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114627033.html
此房交通方便，刚需三房，视野开阔，采光充足,城市之光小区 金湖,3室2厅,121.66平米,"13,645元/平",166万,南 北简装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114274283.html
保利精装4房 满五唯一 看房方便 业主急售的。,保利·领秀前城青秀郡 凤岭南,4室2厅,120平米,"11,834元/平",142万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113571685.html
南北双阳台 小高层毛坯  业主诚心出售,领秀前城领秀府 凤岭南,4室2厅,114.97平米,"14,178元/平",163万,南 北毛坯高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116545184.html
"南北双阳台,利用率高,森林系园林",荣和大地二组团 凤岭北,3室2厅,89平米,"18,203元/平",162万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113139939.html
保利领秀前城领秀府 4室2厅 南 北,领秀前城领秀府 凤岭南,4室2厅,94平米,"15,958元/平",150万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114942912.html
此房产权清晰，精装修，自住，保养好，高楼层采光好,凤岭山语城 凤岭北,4室2厅,129.78平米,"16,798元/平",218万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112867755.html
好房重推，业主诚意卖房，提前约看,中房翡翠园一期 琅东,4室2厅,150.3平米,"11,977元/平",180万,东南其他高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105113351014.html
保利二期领秀府毛坯4房 业主急售 满五唯一,领秀前城领秀府 凤岭南,3室2厅,92平米,"14,457元/平",133万,南 北毛坯低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115389404.html
保利领秀前城翎峯台 4室2厅 南 北,保利领秀前城翎峯台 凤岭南,4室2厅,124.7平米,"16,039元/平",200万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115632339.html
有些精致迷人的景色是低层给的........,领秀前城领秀府 凤岭南,5室2厅,126平米,"17,461元/平",220万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113541763.html
秀程府 128平 四房两厅两卫 采光充足 业主诚心出售,保利领秀前城秀程府 凤岭南,4室2厅,128平米,"14,219元/平",182万,北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113908749.html
此房 满五年，毛坯房，装修风格任意选择,莱茵湖畔 琅东,3室2厅,93平米,"12,904元/平",120万,南毛坯中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105105948386.html
凤岭北霖峰壹号 户型方正 业主诚心出售,霖峰壹号3组团 凤岭北,3室1厅,87平米,"18,161元/平",158万,南精装45层 ,https://nn.lianjia.com/ershoufang/105111414394.html
保利领秀前城领秀府 4室2厅 南,领秀前城领秀府 凤岭南,4室2厅,128平米,"14,297元/平",183万,南其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105105660129.html
优质房，凤岭北 地铁口 百花苑小区90平3房,百花苑小区 凤岭北,3室2厅,90平米,"11,112元/平",100万,南其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113338532.html
保利精装四房，户型方正，视野开阔，看房方便,保利领秀前城翎峯台 凤岭南,4室2厅,113平米,"15,930元/平",180万,南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115591520.html
滨江+青山 小高层 朝南全新三房 业主诚心出售,保利领秀前城翎峯台 凤岭南,3室2厅,89平米,"15,169元/平",135万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114855630.html
莱茵湖畔 精装四房 户型方正 楼层好 总价低,莱茵湖畔 琅东,4室1厅,131.26平米,"10,285元/平",135万,东南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112342131.html
青秀万达商圈仅有的高档准新房 业主诚心出售,建发养云 青秀万达,4室2厅,143平米,"17,483元/平",250万,南毛坯中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116765893.html
