标题,位置,房屋类型,面积,单价,总价,介绍,网址
相思湖118平3房 双公园 地铁物业 业主诚心出售 可谈,骋望•骊都(北区) 心圩区,3室2厅,118平米,"8,390元/平",99万,南 北其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115852424.html
80万带子母车位 户型方正，高楼层采光好,骋望领尚颂 石埠,4室2厅,117平米,"6,838元/平",80万,东南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114268893.html
业主诚心卖 户型房子 毛坯交房 满二 北大北路+18,建发鼎华北大珑廷 西大,4室2厅,115.95平米,"11,643元/平",135万,西南毛坯高楼层(共50层) ,https://nn.lianjia.com/ershoufang/105116604590.html
高新苑 3室2厅 南 北,高新苑 心圩区,3室2厅,126.53平米,"9,722元/平",123万,南 北简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105112516162.html
建发鼎华北大珑延129平的大4房户型,建发鼎华北大珑廷 西大,4室2厅,129平米,"11,241元/平",145万,南其他中楼层(共50层) ,https://nn.lianjia.com/ershoufang/105116879643.html
此房满五不唯一 业主卖房变现 看房方便 价格可谈,骋望壹品峯 石埠,3室2厅,108平米,"7,500元/平",81万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112440305.html
西大商圈  交通便利  户型方正  看房方便,时代家园 西大,4室2厅,118.79平米,"9,261元/平",110万,东南简装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105103869656.html
安吉万达旁，地铁口200米精装房，全新未入住大三房,安吉丽城 安吉,3室2厅,132平米,"7,500元/平",99万,南 北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111937303.html
西大醇熟片区五号线3+1房保养好业主诚意卖,龙光·水悦龙湾 西大,3室2厅,131.87平米,"8,342元/平",110万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111530315.html
壹品峯 精装3房 中间楼层 看房方便,骋望壹品峯 石埠,3室2厅,93平米,"8,065元/平",75万,北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112713498.html
水悦2房 近江近公园 地铁五号线 此价带车位,龙光·水悦龙湾 西大,2室2厅,80.5平米,"10,560元/平",85万,东南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105109360232.html
西乡塘区 明秀西路 水悦龙湾2居室 近5号地铁,龙光·水悦龙湾 西大,2室1厅,88平米,"9,546元/平",84万,南简装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105108864219.html
骋望•骊都(北区) 3室2厅 东南,骋望•骊都(北区) 心圩区,3室2厅,161.4平米,"6,816元/平",110万,东南其他高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105112879967.html
业主置换卖房 看房方便 价格可谈 大阳台看邕江江景,骋望壹品峯 石埠,3室1厅,86平米,"7,675元/平",66万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113867605.html
标准两房出售 5号线 糖果厂生活区 单位小区实用面积宽,糖果厂生活区 西大,2室1厅,72平米,"7,223元/平",52万,东南精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116641368.html
石埠片区江景房 双阳台视野棒 主卧带阳台看邕江美景,骋望壹品峯 石埠,4室2厅,108平米,"9,723元/平",105万,南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114485485.html
骋望•骊都(北区) 3室2厅 南,骋望•骊都(北区) 心圩区,3室2厅,162平米,"8,025元/平",130万,南其他中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105113910772.html
安吉万达华府，明天秀田，万达金街，业主好说话。,安吉万达华府 安吉,4室1厅,100平米,"10,300元/平",103万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115074789.html
新秀公园傍 毛坯正3房 一二线江景 2梯5户无遮挡,龙光·水悦龙湾 西大,3室2厅,130.12平米,"8,838元/平",115万,南简装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111853322.html
安吉万达华府 精装四房 配套齐全 诚心卖随时看房,安吉万达华府 安吉,4室1厅,101平米,"9,406元/平",95万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115051393.html
龙光·水悦龙湾 2室1厅 南,龙光·水悦龙湾 西大,2室1厅,81平米,"8,025元/平",65万,南简装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117050774.html
石埠民族大学品质小区 万科大品牌 楼下是1号线地铁口,万科悦府 石埠,4室2厅,108平米,"10,371元/平",112万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114271721.html
"采光、楼层好，视野宽阔，采光充足,设施配套齐全",龙光·水悦龙湾 西大,2室1厅,87.56平米,"9,708元/平",85万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105107813981.html
绿地全新精装3房2卫新房交付状态，双阳台，次新房,绿地西城国际花都 石埠,3室2厅,89平米,"8,989元/平",80万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115343503.html
西大朝阳商圈近江2房！装修保养好，业主诚意售可议价,龙光·水悦龙湾 西大,2室2厅,84.7平米,"8,855元/平",75万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116996060.html
相思湖公园，大学东路，买菜购物方便，地铁口清川站,西建水岸华府 心圩区,2室2厅,84.47平米,"8,524元/平",72万,南其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115375059.html
让你在户外，感受白云，让你在屋内，感受那份宁静,龙光·水悦龙湾 西大,2室1厅,81平米,"9,877元/平",80万,东南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105106219253.html
房子证在手，通风采光良好，装修保养好,华发未来荟 心圩区,4室2厅,101平米,"10,892元/平",110万,南简装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114325451.html
五号线地铁 精美两房 户型好 采光好,龙光·水悦龙湾 西大,2室1厅,80.77平米,"8,915元/平",72万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113741223.html
石埠毛坯3房 有电梯 中高楼层 朝南向 采光好,昌泰清华园竹园组团 石埠,3室2厅,93平米,"6,237元/平",58万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114003628.html
户型方正，  高楼层，视野好，高拓展面积，带车位。,瀚林新城 朝阳,4室2厅,139平米,"15,108元/平",210万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109038073.html
莱茵鹭湖网红小区小户型首付低月供低,人和莱茵鹭湖 心圩区,1室1厅,36.5平米,"10,137元/平",37万,南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115331905.html
129平双阳台4房、新房没住过已经得证、南北·对流户型,招商榕园 心圩区,4室2厅,129平米,"9,535元/平",123万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106151789.html
证在手，税费低，通风采光好，产权清晰，户型方正,金科观天下A区 石埠,3室2厅,100平米,"9,000元/平",90万,南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105113414451.html
朝阳商圈 优质三房 采光好 户型方正,时代家园 西大,4室2厅,91.59平米,"9,281元/平",85万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106098180.html
"此房通风、采光楼层好视野宽阔采光充足,设施配套齐全",红日江山 心圩区,4室2厅,117平米,"7,351元/平",86万,南 北毛坯高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113060246.html
融创品质大盘，业主诚意出售，看房方便！,澜月府 安吉,2室2厅,82平米,"10,244元/平",84万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113971336.html
高新区 好户型125平4+1房 总价135万,瀚林君庭 心圩区,4室2厅,125平米,"10,800元/平",135万,南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116919234.html
业主诚心出售，随时看房方便，业主可以随时签约,中海御湖熙岸 心圩区,3室2厅,86平米,"10,117元/平",87万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109977528.html
相思湖片区品质小区主干道大学西路 出门即是江北大道,大唐果(西乡塘区) 相思湖,2室2厅,60.8平米,"8,224元/平",50万,北其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113718956.html
舒适两房，高层采光通风好。。。。。,和思V时代 相思湖,2室1厅,67.22平米,"7,439元/平",50万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113258538.html
业主诚心出售，户型好，商圈...,安吉万达华府 安吉,4室2厅,100平米,"10,300元/平",103万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106672858.html
中铁安吉山语城错层，门口就是 3 号线地铁口,中国铁建安吉山语城 安吉,5室1厅,165平米,"9,697元/平",160万,东 东南毛坯中楼层(共10层) ,https://nn.lianjia.com/ershoufang/105113459749.html
业主诚心出售，目前房子租出去了， 看房提前预约,中海御湖熙岸 心圩区,2室2厅,59.81平米,"8,695元/平",52万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113741162.html
独栋独单元，瀚林朗庭朝南三房，业主急卖。,奥园瀚林朗庭 心圩区,3室2厅,90平米,"9,556元/平",86万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113302760.html
业主诚心卖房 1号地铁口 精装3房,中房·新天地 相思湖,3室1厅,113.39平米,"7,056元/平",80万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110945344.html
广西大学 北大路1+5号地铁 精装3居室,瀚林·御景 西大,3室2厅,92平米,"10,435元/平",96万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111261660.html
朝阳商圈精装房业主改善换房出售价格便宜,瀚林新城 朝阳,4室2厅,117.51平米,"10,723元/平",126万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113815369.html
老城区商圈，户型方正，采光好，视野宽阔，看房方便。,福满花园 西大,2室1厅,85平米,"7,648元/平",65万,南 北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114871718.html
四季绿洲两房，中间楼层看湖，西大商圈单价九字头出售,四季绿洲 西大,2室2厅,91.97平米,"9,243元/平",85万,南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111533486.html
天域·香格里拉 1室0厅 西北,天域·香格里拉 西大,1室0厅,37.84平米,"8,721元/平",33万,西北其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116431311.html
百合苑 3室2厅 东南,百合苑 西大,3室2厅,95平米,"13,685元/平",130万,东南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116612748.html
新秀公园旁 四季绿洲 毛坯两房 任意装修,四季绿洲 西大,3室2厅,67平米,"10,150元/平",68万,南毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105111024816.html
丽园小区 三房 诚心售卖 学 校就在家门口,丽园小区 西大,3室2厅,122平米,"13,115元/平",160万,南精装高楼层(共10层) ,https://nn.lianjia.com/ershoufang/105115030612.html
茂泽大厦  100平68万 北大路电梯房  高层,茂泽大厦 西大,3室1厅,99.82平米,"6,813元/平",68万,北简装高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105111578498.html
西西湾 4室2厅 南,西西湾 西大,4室2厅,137.34平米,"6,408元/平",88万,南其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112211490.html
西西湾 3室2厅 南,西西湾 西大,3室2厅,102.9平米,"6,998元/平",72万,南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112605092.html
龙光水悦龙湾 大四房 精装地铁5号线,龙光·水悦龙湾 西大,4室2厅,115平米,"10,609元/平",122万,北 南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117259744.html
台湾街·桃园居 3室1厅 南,台湾街·桃园居 西大,3室1厅,96.09平米,"9,679元/平",93万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117148919.html
鲁班路，地铁口，广西大学西门。,隆源国际花园 西大,3室2厅,128平米,"8,829元/平",113万,南 北简装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116091897.html
瀚林学府 3室2厅 东南,瀚林学府 西大,3室2厅,98平米,"13,776元/平",135万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117290787.html
振宁雅苑，华衡+18，2005年，小区环境不错,振宁雅苑 西大,2室2厅,80平米,"8,250元/平",66万,南简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116438822.html
安吉华都小区 3室2厅 南,安吉华都小区 西大,3室2厅,76平米,"8,158元/平",62万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116270609.html
广源鲁班壹号 3室1厅 南 北,广源鲁班壹号 西大,3室1厅,97平米,"11,135元/平",108万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116257527.html
春眠不觉晓 处处闻啼鸟 夜来风雨声 花落知多少,广源鲁班壹号 西大,2室1厅,50.67平米,"13,815元/平",70万,南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115806671.html
台湾街宜兰湾  西大商圈  配套成熟  精装双层,台湾街宜兰湾 西大,5室2厅,94.75平米,"12,665元/平",120万,南 北简装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116934467.html
龙腾路 台湾街 舒适精装3房 有车位,台湾街宜兰湾 西大,3室2厅,124.85平米,"8,811元/平",110万,南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105103838066.html
西大朝阳商圈，成熟地段，配套完善，价格实惠！,新阳国际小区 西大,3室2厅,115平米,"6,261元/平",72万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106906546.html
户型方正，楼栋视野好，合适刚需，产权清，采光好,城市碧园 西大,1室1厅,44.85平米,"8,250元/平",37万,东南简装低楼层(共14层) ,https://nn.lianjia.com/ershoufang/105106173702.html
西大地铁口 1号线 大三房 单价便宜,百汇华庭 西大,3室2厅,136.48平米,"8,427元/平",115万,东南简装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105104625509.html
户型房子，高楼层，保养好，视野宽阔，适合长期居住,建安公司宿舍 西大,2室1厅,62平米,"9,678元/平",60万,南 北简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105105933862.html
天域香格里拉拎包入户享受美好生活,天域·香格里拉 西大,1室1厅,46.81平米,"11,109元/平",52万,南简装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105106949946.html
小区配套齐全，房屋两面采光，采光好,康美花园 西大,2室1厅,52.3平米,"6,884元/平",36万,东其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105110461619.html
此房证件齐，户型方正，采光通风通透。。,台湾街·桃园居 西大,2室1厅,73.97平米,"8,653元/平",64万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115088102.html
西大商圈 繁华地段 地铁口 广西大学旁,百汇华庭 西大,2室2厅,119平米,"8,404元/平",100万,南精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105110683169.html
西大商圈衡阳路 地铁小户型 电梯房 锦华和18中 白苍岭,迷你新景小区 西大,1室0厅,28.67平米,"9,767元/平",28万,北简装中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105110984955.html
高层看江 方正3房户型  毛坯随意装  价格可谈,台湾街宜兰湾 西大,3室2厅,92平米,"9,783元/平",90万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110715509.html
沃尔玛 西城品阁 高层两房 精装自住 保养好 可谈,西城品阁 西大,2室1厅,74.81平米,"9,892元/平",74万,西精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113748916.html
西大东门全新装修3房（天域香格里拉），随时看房！,天域·香格里拉 西大,3室2厅,93.68平米,"10,141元/平",95万,南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113881228.html
房子满2年，证在手，有露台花园，装修和通风采光良好,中海御湖熙岸 心圩区,5室2厅,140平米,"9,643元/平",135万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112879127.html
房子位于西大旁，老城区的好位置，出行方便，生活便利,建发鼎华北大珑廷 西大,2室2厅,73平米,"11,370元/平",83万,南毛坯中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110612285.html
金科大品牌物业好，经典户型，户型方正，采光通风,金科观天下观澜 石埠,3室2厅,100平米,"8,300元/平",83万,南 北简装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117231760.html
繁华地段 单位房 交通便利 秀田  北湖北路学)校,南宁市中医院宿舍 北湖南,2室1厅,60.95平米,"7,384元/平",45万,南简装中楼层(共5层) ,https://nn.lianjia.com/ershoufang/105114259786.html
骋望•骊都(北区) 4室2厅 南,骋望•骊都(北区) 心圩区,4室2厅,147平米,"7,483元/平",110万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116353030.html
冠利幸福苑，户型方正，看房方便，业主诚心出售,冠利幸福苑 安吉,3室2厅,111平米,"9,730元/平",108万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116776374.html
业主实在卖，户型方正，采光好。,恒大新城 北湖南,3室2厅,120.1平米,"5,996元/平",72万,南 北其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113078504.html
人民公园旁中鼎城市花园可以有顶楼露台可以南师附/小,中鼎城市花园 北湖南,3室2厅,108平米,"6,019元/平",65万,南 北简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113035372.html
带车位一起卖 相思湖民族大学旁 1号线地铁站,龙光·君悦华庭 相思湖,3室2厅,97平米,"9,897元/平",96万,西北其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105105901309.html
保利心语 2室2厅 南 北,保利心语 北湖南,2室2厅,82.78平米,"9,061元/平",75万,南 北毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112869041.html
高新区大三房电梯中间层业主急售看房方便,中谷蓝枫 心圩区,3室1厅,106平米,"6,416元/平",68万,南简装中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105108981559.html
兴宁东 央企物业，业主诚心出售,保利爱琴海 北湖北,4室1厅,89平米,"9,663元/平",86万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113796298.html
盛世龙腾 1室1厅 北,盛世龙腾 心圩区,1室1厅,54平米,"6,112元/平",33万,北其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105117247836.html
大嘉汇康悦 4室2厅 南,大嘉汇康悦 北湖南,4室2厅,155.82平米,"9,948元/平",155万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117171985.html
房子证在手，产权清晰，满2年，带一个车位出售,金科观天下观澜 石埠,3室2厅,100.32平米,"8,274元/平",83万,南精装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115589924.html
万达旁，重新装修改造过，带车位一起出售,澜月府 安吉,5室2厅,144平米,"12,709元/平",183万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111649038.html
荣和摩客 业主诚心出售，价格可商量,MOCO荣和摩客社区 北湖南,2室1厅,40平米,"17,000元/平",68万,东南 南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105117178737.html
房子房产证已经出来，通风采光良好，户型方正,红日江山 心圩区,2室2厅,75平米,"7,067元/平",53万,南 北简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112086542.html
澜月府，万达商圈，随时看房业主诚心出售,澜月府 安吉,3室2厅,98平米,"9,694元/平",95万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115828948.html
北湖地铁口精品两房，业主诚心出售,MOCO荣和摩客社区 北湖南,2室1厅,64平米,"10,907元/平",69.8万,南精装低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105115136297.html
业主急卖！四房两厅、精装修空房出售,龙光·君悦华庭 相思湖,4室2厅,109平米,"9,175元/平",100万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114749301.html
高层4+1房体验好视野好，全新装修。,绿地西城国际花都 石埠,4室2厅,140.77平米,"8,525元/平",120万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112354398.html
快环旁，交通好，大三房，业主诚信出售,盛世龙腾 心圩区,3室2厅,126平米,"6,747元/平",85万,南简装低楼层(共21层) ,https://nn.lianjia.com/ershoufang/105105327048.html
繁华地段 单位房 交通出行便利 配套齐全,南宁市中医院宿舍 北湖南,2室1厅,71.39平米,"7,004元/平",50万,南 北简装低楼层(共5层) ,https://nn.lianjia.com/ershoufang/105114979597.html
近地铁站口 交通出行方便的，1号线，鹏飞站A出口,驰程天拓 石埠,1室1厅,63平米,"7,937元/平",50万,南 北其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105112662404.html
房子是带生活阳台的大三房，正南朝向。,绿地西城国际花都 石埠,3室2厅,96.2平米,"8,524元/平",82万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116075882.html
大嘉汇·尚悦 3室2厅 东,大嘉汇·尚悦 安吉,3室2厅,89平米,"10,113元/平",90万,东精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107430029.html
业主诚意出售  看房方便 地铁5号线,MOCO荣和摩客社区 北湖南,2室1厅,40.65平米,"12,793元/平",52万,南简装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115099423.html
有露台，别致楼中楼户型，只要6字头的低单价,柏涛湾小区 北湖南,3室2厅,118.26平米,"6,681元/平",79万,南 北精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105110425504.html
此房满五唯一户型格局好楼层好视野宽阔采光充足，,恒大新城 北湖南,5室2厅,178平米,"6,742元/平",120万,东南精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105106374334.html
龙光品牌精装4房，没有入住过，业主诚心出售,龙光玖誉湾 石埠,4室2厅,112平米,"9,375元/平",105万,南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105106185212.html
安吉山语城精装4房，朝南户型，未入住,中国铁建安吉山语城 安吉,4室2厅,109.37平米,"10,332元/平",113万,南 北精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105110807389.html
舒适三房，视野采光好，精装修，拎包入住。。。。。,万科悦府 石埠,3室2厅,92.72平米,"9,707元/平",90万,北 南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113124879.html
瀚林君庭121平大四房，满五唯一,瀚林君庭 心圩区,4室1厅,121平米,"10,331元/平",125万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114633713.html
西建水岸华府 3室2厅 南,西建水岸华府 心圩区,3室2厅,127.5平米,"7,844元/平",100万,南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117241032.html
柏涛湾小区 3室2厅 南,柏涛湾小区 北湖南,3室2厅,139平米,"6,475元/平",90万,南精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115290507.html
绿地精装96平正三房2卫，中间楼层，诚信出售86万。,绿地西城国际花都 石埠,3室2厅,96平米,"8,230元/平",79万,南其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116632044.html
房子满五不唯一，相思湖公园，相思湖购物广场配套,西建水岸华府 心圩区,3室2厅,86.19平米,"7,194元/平",62万,东南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114215000.html
童乐嘉园 2室2厅 南,童乐嘉园 石埠,2室2厅,86.44平米,"5,785元/平",50万,南毛坯中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116524009.html
昌泰清华园竹园组团 4室2厅 南 北,昌泰清华园竹园组团 石埠,4室2厅,134平米,"4,926元/平",66万,南 北其他高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116685523.html
满五不唯一，通风采光好高新跟三五近明月湖公园,科瑞江韵 心圩区,3室2厅,97平米,"7,011元/平",68万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116488959.html
澜月府大四房精装安吉万达花卉公园,澜月府 安吉,4室2厅,119平米,"9,244元/平",110万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116725372.html
绿地精装4房2卫，中间楼层，看小区园林，南北双阳台,绿地西城国际花都 石埠,4室2厅,127平米,"7,638元/平",97万,南 北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115369354.html
业主诚心出售，复式三房精装修，保养好,同人·学府大道 相思湖,3室1厅,57平米,"9,650元/平",55万,南 北精装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116598315.html
安吉万达华府，大三房，万达商圈,安吉万达华府 安吉,4室2厅,94平米,"11,171元/平",105万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115734704.html
骋望领尚颂 4室2厅 南 北,骋望领尚颂 石埠,4室2厅,93平米,"8,065元/平",75万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116894774.html
骋望•骊都(北区) 3室1厅 南 北,骋望•骊都(北区) 心圩区,3室1厅,127平米,"10,237元/平",130万,南 北精装中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105116241542.html
邕江畔上改善型小区 业主自住房 装修保养好  大户型,荣和邕江悦府 相思湖,4室1厅,130平米,"10,385元/平",135万,南 北其他中楼层(共41层) ,https://nn.lianjia.com/ershoufang/105117180169.html
双公园地铁口物业 127平3房 随时看房 拎包入住,西建水岸华府 心圩区,3室2厅,127.57平米,"6,664元/平",85万,西简装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116762357.html
童乐嘉园 3室1厅 南,童乐嘉园 石埠,3室1厅,80平米,"7,250元/平",58万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116690345.html
大商汇国际住区 4室2厅 南,大商汇国际住区 安吉,4室2厅,87平米,"7,817元/平",68万,南毛坯低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116944865.html
北湖 恒大新城 大三房 交通便利 户型方正 诚心卖,恒大新城 北湖南,3室2厅,118.67平米,"5,815元/平",69万,南 北其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116755242.html
开发商精装交付，配有空调，房间木地板,澜月府 安吉,5室2厅,143平米,"11,049元/平",158万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115337930.html
童乐嘉园 3室2厅 南,童乐嘉园 石埠,3室2厅,106平米,"6,416元/平",68万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117058088.html
双公园1号线地铁口500米 123平毛坯3房 清川小敩 急卖,长线局小区 心圩区,3室2厅,123.3平米,"6,651元/平",82万,南其他低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105117113652.html
西城品阁 3室2厅 北,西城品阁 西大,3室2厅,88平米,"10,000元/平",88万,北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116658607.html
石埠品质小区 万科大品牌 环境优美物业管理好出行便利,万科悦府 石埠,4室2厅,92平米,"9,022元/平",83万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117028112.html
西大旁天域香格里拉 通燃气70年产权 一房一厅诚意出售,天域·香格里拉 西大,1室1厅,48.38平米,"10,335元/平",50万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111224927.html
财智时代 1室1厅 南,财智时代 心圩区,1室1厅,51.29平米,"5,850元/平",30万,南其他中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105116336833.html
西大商圈，单间配套，楼下就是地铁，业主诚意出售,城市碧园 西大,1室0厅,27.16平米,"9,942元/平",27万,南 北简装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105112003538.html
科园大道 税务干部宿舍 172平大四房 南北双阳台,广西税务干部学校职工宿舍 心圩区,4室2厅,172.93平米,"7,807元/平",135万,东南简装低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105116123529.html
西大商圈天健城大四房出售带车位,天健城 西大,4室2厅,127.13平米,"11,013元/平",140万,南 北毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116687340.html
相思湖大学城  ，业主诚心出售，精装修,骋望 · 麓涛 石埠,3室1厅,94平米,"7,979元/平",75万,南 北精装低楼层(共19层) ,https://nn.lianjia.com/ershoufang/105115172326.html
