标题,位置,房屋类型,面积,单价,总价,介绍,网址
阳光城丽景湾 3室1厅 南,阳光城丽景湾 龙岗,3室1厅,81平米,"9,754元/平",79万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113976525.html
五象新区+万达茂商圈+近滨江公园+有证在手,中铁江湾山语城 龙岗,5室3厅,330平米,"13,334元/平",440万,北毛坯低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105103587789.html
精装3房，业主诚心出租，看房方便,阳光城丽景湾 龙岗,3室2厅,85.59平米,"11,042元/平",94.5万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111844150.html
龙岗片区丽景湾精装三房，视野开阔，采光好,阳光城丽景湾 龙岗,3室2厅,88平米,"10,228元/平",90万,南其他中楼层(共40层) ,https://nn.lianjia.com/ershoufang/105106267365.html
毛坯边套别墅，业主诚心出售。三面花园，,阳光城丽景湾 龙岗,5室2厅,235.24平米,"25,506元/平",600万,南毛坯低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105111056808.html
大唐盛世观湖 洋房 两题两户 144平四房,大唐盛世观湖 龙岗,4室2厅,144平米,"6,598元/平",95万,东南 南毛坯中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105113986834.html
五象新区万达茂旁江景大盘江湾山语城大五房,中铁江湾山语城 龙岗,5室2厅,155平米,"10,323元/平",160万,北毛坯中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105106496154.html
小区环境优美，有儿童游乐区、健身设施、封闭式管理,世茂茂御府 龙岗,3室2厅,79平米,"8,861元/平",70万,东南简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110115093.html
五象新区，大唐盛世观湖，160平，5房,大唐盛世观湖 龙岗,5室2厅,160平米,"9,063元/平",145万,南其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115348938.html
中铁江湾山语城 5室1厅 南,中铁江湾山语城 龙岗,5室1厅,159.63平米,"15,035元/平",240万,南其他低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105109099421.html
江湾山语城，精装楼中楼，可看江，装修好,中铁江湾山语城 龙岗,6室4厅,184.84平米,"11,903元/平",220万,南 北精装中楼层(共43层) ,https://nn.lianjia.com/ershoufang/105111220776.html
毛坯4房洋房，高楼层，价格还可以砍,大唐盛世观湖 龙岗,4室2厅,144.01平米,"6,910元/平",99.5万,东南 南毛坯中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115373845.html
业主全款买的、无需解押过户方便、可按揭,世茂茂御府 龙岗,3室2厅,80.12平米,"9,112元/平",73万,东南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105104741534.html
昌泰水立方 4室2厅 东北,昌泰水立方 龙岗,4室2厅,119.3平米,"7,964元/平",95万,东北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112786817.html
业主诚心出售  精装6房 靠江楼盘 交通便利 使用面积大,中铁江湾山语城 龙岗,6室3厅,350平米,"12,858元/平",450万,东南精装低楼层(共1层) ,https://nn.lianjia.com/ershoufang/105112590470.html
万达茂旁 全新精装未入住 无抵押 业主急售,恒大悦龙台 龙岗,3室1厅,111平米,"8,739元/平",97万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105117087521.html
毛坯5房洋房，高楼层，带两个车位,大唐盛世观湖 龙岗,4室2厅,167.8平米,"9,178元/平",154万,南 北其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115061665.html
户型方正，中高层，采光通风好视野开阔，配套齐全,昌泰水立方 龙岗,3室2厅,103平米,"8,059元/平",83万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113652258.html
阳光城丽景湾  户型方正  高楼层 视野通风好,阳光城丽景湾 龙岗,3室2厅,85平米,"9,412元/平",80万,西南精装高楼层(共38层) ,https://nn.lianjia.com/ershoufang/105108060545.html
精装修大4房，房子保养很好，采光通风好,合景·天峻广场 龙岗,4室2厅,124.5平米,"8,434元/平",105万,南 北精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115381040.html
启迪亮 4室2厅 南,启迪亮 龙岗,4室2厅,168平米,"8,512元/平",143万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116640912.html
丽景湾，江景四房，景观好通风户型好五星物业,阳光城丽景湾 龙岗,4室2厅,128.86平米,"12,417元/平",160万,南其他中楼层(共40层) ,https://nn.lianjia.com/ershoufang/105112620221.html
大唐盛世 洋房 全屋定制，没住过，业主嫁外地不回来,大唐盛世观湖 龙岗,4室2厅,144平米,"6,875元/平",99万,东南 南其他低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105116139297.html
精装3房贷两个车位，价格还可以谈,大唐盛世观湖 龙岗,4室2厅,133平米,"8,797元/平",117万,南 北其他低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105115305607.html
全屋精装交付 方正大三房 业主异地发展 急售,彰泰江景湾 龙岗,3室2厅,94平米,"10,639元/平",100万,东南精装中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105114152400.html
阳光城丽景湾，舒适4房2厅2卫,阳光城丽景湾 龙岗,4室2厅,120.76平米,"11,428元/平",138万,南精装中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105105678474.html
中高层，楼层好，视野开阔，户型方正，交通便利,昌泰水立方 龙岗,2室2厅,79.97平米,"7,878元/平",63万,东南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112823160.html
天地明珠，江边住宅，五象东红盘,中铁交通天地明珠 龙岗,4室1厅,145平米,"11,035元/平",160万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111153445.html
户型方正，楼层好，采光好，业主诚心出售,昌泰水立方 龙岗,3室2厅,103平米,"6,797元/平",70万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114197463.html
五象东装修小三房中高楼层业主诚心出售,阳光城丽景湾 龙岗,3室2厅,84平米,"10,000元/平",84万,东南精装低楼层(共38层) ,https://nn.lianjia.com/ershoufang/105115759381.html
五象东 精装现房有证 诚意卖 诚意可谈,合景·天峻广场 龙岗,3室2厅,86.28平米,"8,114元/平",70万,南精装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105117150054.html
万科品质 三房精装修 楼层好 采光好 业主诚心出售,万科金域滨江 龙岗,3室2厅,95平米,"8,948元/平",85万,南 北其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105117311840.html
世茂江滨公园大型小区，首位选择。,世茂茂御府 龙岗,2室2厅,68平米,"8,677元/平",59万,东精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111031401.html
龙域香醍半岛 2室1厅 南,龙域香醍半岛 龙岗,2室1厅,65.71平米,"6,392元/平",42万,南其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105117009877.html
五象龙岗 丽景湾 精装3房 全新未入住 有证 产权清晰,阳光城丽景湾 龙岗,3室2厅,88.16平米,"9,982元/平",88万,南 北精装高楼层(共38层) ,https://nn.lianjia.com/ershoufang/105112373537.html
五象龙岗精装现房 有证 满二 诚意可谈,盛湖悦景 龙岗,3室2厅,96平米,"7,813元/平",75万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114933169.html
央企品质三错层五房、豪 华 装修、中间楼层，可看江,中铁江湾山语城 龙岗,5室2厅,133.99平米,"12,613元/平",169万,北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113806161.html
精装修，户型方正，采光充沛。。。。。。。。。。。,合景·天峻广场 龙岗,4室2厅,99平米,"7,879元/平",78万,南精装中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105115867111.html
灵龟山公园旁  精装3房 视野无遮挡 各付费用,彰泰江景湾 龙岗,3室2厅,94.1平米,"9,777元/平",92万,西南精装低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115482320.html
五象东精装小三房 有证 即买即过户,合景·天峻广场 龙岗,3室2厅,89平米,"7,079元/平",63万,南精装低楼层(共39层) ,https://nn.lianjia.com/ershoufang/105117302228.html
精装好，户型 方正、布局合理、通风采光好,阳光城丽景湾 龙岗,4室2厅,123平米,"14,635元/平",180万,南 北精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105108587839.html
低密度别墅区，可看江的精装小洋房 一梯一户已封窗,万达茂御墅仕家 五象文旅,4室2厅,146平米,"10,959元/平",160万,南 北精装高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105115009658.html
洋房双主卧，带个杂物间车位，价格还可以谈,大唐盛世 龙岗,4室2厅,143平米,"9,091元/平",130万,南毛坯中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113890039.html
万达茂物业十毛坯现房十红本在手急业急卖,万达茂·御江国际 五象文旅,5室2厅,139平米,"9,605元/平",133.5万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105105519374.html
世茂茂御府1-0-0-0 30.00m² 5 万（车位）,世茂茂御府 龙岗,车位,30平米,"1,667元/平",5万,南 ,https://nn.lianjia.com/ershoufang/105108981076.html
自住房保养好 户型方正，采光好 视野无遮挡，有证,阳光城丽景湾 龙岗,3室2厅,86.99平米,"10,347元/平",90万,南 北简装中楼层(共40层) ,https://nn.lianjia.com/ershoufang/105110103235.html
中铁江湾山语城 5室1厅 南,中铁江湾山语城 龙岗,5室1厅,160平米,"12,438元/平",199万,南毛坯中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114005027.html
毛坯底楼层，房子满意价格还可以谈,龙域香醍半岛 龙岗,3室2厅,75平米,"9,600元/平",72万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113958331.html
龙岗新区精装4+1房，大阳台中楼层，无抵押,阳光城丽景湾 龙岗,5室2厅,145平米,"12,276元/平",178万,南精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105105284634.html
精装洋房，价格带个车位，拎包入住。,大唐盛世观湖 龙岗,4室2厅,137平米,"8,395元/平",115万,东南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115076474.html
有产权车位，五象东品质居住楼盘看房方便,大唐世家三区 蒲庙,5室2厅,139平米,"7,914元/平",110万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112704769.html
户型方正，楼层好，采光好，业主诚心出售,广西物资公寓 龙岗,2室1厅,48.97平米,"8,781元/平",43万,东南 南精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105110109727.html
五象新区万达商圈十刚需小三房十精装修业主急卖,世茂茂御府 龙岗,3室1厅,68平米,"10,000元/平",68万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105108680892.html
五象文旅板块万达茂，毛坯房，江景全景房，无贷款,万达茂·御峰国际 五象文旅,3室2厅,89平米,"8,203元/平",73万,南毛坯低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105104903420.html
民阳台朝小区花园，双阳台，毛坯，有车位,万达茂·御江国际 五象文旅,4室2厅,143平米,"8,392元/平",120万,西南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115222519.html
五象东中铁大3房诚意出售，毛坯房，没有住过,中铁交通天地明珠 龙岗,3室2厅,116平米,"9,914元/平",115万,南毛坯中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111467564.html
看江 全新未入住过 产权清晰 满五唯一 随时看房,中铁交通天地明珠 龙岗,4室2厅,142平米,"9,508元/平",135万,南 北其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116326402.html
万达茂御墅仕家 洋房 精装3房 带车位 诚意出售,万达茂御墅仕家 五象文旅,3室2厅,127平米,"8,898元/平",113万,南 北精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114560824.html
中铁交通天地明珠 4室2厅 南,中铁交通天地明珠 龙岗,4室2厅,145.28平米,"10,325元/平",150万,南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111710117.html
阳光城丽景湾 3室2厅 北 南,阳光城丽景湾 龙岗,3室2厅,81.78平米,"10,150元/平",83万,北 南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115978444.html
万达茂·御峰国际 3室1厅 南,万达茂·御峰国际 五象文旅,3室1厅,89.46平米,"8,719元/平",78万,南毛坯低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105114995264.html
毛坯出售，底楼层，看房满意价格还可以谈,龙域香醍半岛 龙岗,3室2厅,77平米,"10,000元/平",77万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113958143.html
龙庭水岸 3室1厅 东南,龙庭水岸 龙岗,3室1厅,84.68平米,"9,212元/平",78万,东南简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114344772.html
大唐盛世观湖 4室2厅 南 北,大唐盛世观湖 龙岗,4室2厅,144平米,"7,987元/平",115万,南 北毛坯低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115358549.html
万达茂御峰国际离地铁近，近江，户型方正，方便看房,万达茂·御峰国际 五象文旅,3室2厅,102平米,"11,765元/平",120万,南其他中楼层(共48层) ,https://nn.lianjia.com/ershoufang/105116602876.html
带花园别墅 业主诚心出售 看合适可谈 看房方便,阳光城丽景湾 龙岗,8室4厅,206平米,"17,962元/平",370万,南毛坯低楼层(共4层) ,https://nn.lianjia.com/ershoufang/105115829315.html
大唐世家免物业费90平户型方正近地铁口,大唐世家一区 蒲庙,3室2厅,90平米,"6,223元/平",56万,东南简装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115366253.html
中间楼层，毛坯三房，价格还可以谈,万丰新新传说 龙岗,3室2厅,95平米,"8,000元/平",76万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115075773.html
大四房二厅二卫双阳台，无欠款，楼层好,阳光城丽景湾 龙岗,4室2厅,122平米,"10,410元/平",127万,南 北精装低楼层(共38层) ,https://nn.lianjia.com/ershoufang/105114445284.html
万达茂·御峰国际 3室1厅 南,万达茂·御峰国际 五象文旅,3室1厅,88.73平米,"9,017元/平",80万,南其他低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105116727728.html
龙岗刚需三房 业主诚心出售 户型好 总价低,龙域香醍半岛 龙岗,3室2厅,87平米,"7,932元/平",69万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114993209.html
江湾路上，出门就是江景，空气清新,龙光玖珑臺 龙岗,4室2厅,110平米,"10,000元/平",110万,东南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115715265.html
五象新区，龙域香醍半岛，71平，2房,龙域香醍半岛 龙岗,2室2厅,71.09平米,"8,159元/平",58万,南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115035292.html
万达茂·御峰国际 3室2厅 南,万达茂·御峰国际 五象文旅,3室2厅,89平米,"8,989元/平",80万,南简装中楼层(共48层) ,https://nn.lianjia.com/ershoufang/105116896946.html
万达茂商圈精装温馨小两房十中高楼层,世茂茂御府 龙岗,2室1厅,67.98平米,"11,622元/平",79万,西北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111459719.html
五象东，万达茂商圈，精致三房，濒临灵龟山公园,宝能·城市广场 龙岗,4室1厅,97平米,"7,217元/平",70万,东南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114020330.html
碧桂园天悦湾精装修大3房户型方正楼层好,碧桂园天悦湾 蒲庙,3室2厅,103平米,"8,544元/平",88万,南 东其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115556329.html
洋房一体两户 南北通透 双阳台 低楼层看小区园林,万科金域滨江 龙岗,4室2厅,143平米,"11,889元/平",170万,南 北其他低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116392619.html
业主诚心卖房，南北对流，前后阳台，户型好,龙域香醍半岛 龙岗,2室1厅,65.8平米,"8,359元/平",55万,东南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105110249823.html
昌泰水立方 4室2厅 南 北,昌泰水立方 龙岗,4室2厅,113.56平米,"7,486元/平",85万,南 北毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110906376.html
万达茂，滨江公园，青山大桥头，配套齐全,万达茂天樾 五象文旅,2室2厅,49平米,"6,735元/平",33万,东南毛坯低楼层(共43层) ,https://nn.lianjia.com/ershoufang/105115563040.html
万达茂精装4房 双阳台 随时看房 楼下就是滨江公园,万达茂·御江国际 五象文旅,4室1厅,133.5平米,"13,484元/平",180万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116584292.html
五象新区，大唐盛世，117平，4房,大唐盛世 龙岗,4室2厅,117平米,"8,548元/平",100万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115386146.html
万达茂御峰国际 126㎡毛坯4房 无按揭 诚意出售,万达茂·御峰国际 五象文旅,4室2厅,126平米,"11,270元/平",142万,北 南毛坯48层 ,https://nn.lianjia.com/ershoufang/105115636945.html
近江边，中铁建品质好，毛坯房，户型方正，采光好,中铁江湾山语城 龙岗,4室2厅,133平米,"11,128元/平",148万,北 南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110896016.html
万达茂·御江国际 改了5房 业主诚心出售,万达茂·御江国际 五象文旅,5室1厅,136.72平米,"11,703元/平",160万,南 北简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105104730400.html
五象东品质居住大盘大唐盛世二期,大唐盛世 龙岗,4室2厅,117平米,"7,949元/平",93万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115127003.html
邕宁区 蒲庙镇  和美居110平3房70万,和美居 蒲庙,3室2厅,110平米,"5,455元/平",60万,东南 东 南其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113047382.html
昌泰水立方 3室2厅 东南,昌泰水立方 龙岗,3室2厅,89平米,"8,765元/平",78万,东南简装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113418452.html
世茂茂御府 2室1厅 南,世茂茂御府 龙岗,2室1厅,69平米,"9,421元/平",65万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115000368.html
五象东品质居住楼盘大唐盛世小户型诚意出售,大唐盛世 龙岗,2室1厅,60平米,"8,500元/平",51万,南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115316874.html
这个价格带车位 看房方便 看合适可谈,万达茂·御峰国际 五象文旅,3室2厅,113平米,"8,850元/平",100万,南毛坯中楼层(共48层) ,https://nn.lianjia.com/ershoufang/105116326155.html
满五唯一，户型方正，中高层，采光通风好视野开阔，,昌泰水立方 龙岗,4室2厅,118平米,"6,780元/平",80万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115066973.html
万达茂·御峰国际4-2-1-2 120.96m² 145 万,万达茂·御峰国际 五象文旅,4室2厅,120.96平米,"11,409元/平",138万,南 北毛坯中楼层(共48层) ,https://nn.lianjia.com/ershoufang/105111125098.html
龙岗东好房，精装四房，拎包入住，生活便利,大唐世家三区 蒲庙,4室2厅,107.36平米,"8,942元/平",96万,东北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114479245.html
业主诚心出售  小区环境优美  出行方便,君华•锦云 龙岗,4室2厅,123平米,"7,318元/平",90万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105657707.html
五象东地铁口房，大唐盛世大4房,大唐盛世 龙岗,4室2厅,117平米,"9,231元/平",108万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107753498.html
毛坯 江景房  随时看房  业主诚心出售,万达茂·江山云邸 五象文旅,4室2厅,143平米,"9,791元/平",140万,南 北其他低楼层(共51层) ,https://nn.lianjia.com/ershoufang/105115613026.html
江边边套别墅，带200平花园，有双车位，带大露台,阳光城丽景湾 龙岗,7室3厅,260平米,"25,308元/平",658万,南毛坯低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105112543282.html
万达茂商圈户型方正大平层 看房方便 交通方便,万达茂·御江国际 五象文旅,4室2厅,137.66平米,"14,892元/平",205万,南毛坯中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105107268101.html
五象新区，大唐盛世二期，76平，3房,大唐盛世 龙岗,3室1厅,76平米,"8,027元/平",61万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115385740.html
满五唯一，户型方正，弹性面积抵公摊，业主诚心出售,中铁江湾山语城 龙岗,4室1厅,98平米,"12,041元/平",118万,南精装高楼层(共43层) ,https://nn.lianjia.com/ershoufang/105110372957.html
龙岗大道旁 盛湖悦景 精装四房 111,盛湖悦景 龙岗,4室2厅,111平米,"10,811元/平",120万,南 北其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115521229.html
配套设施齐全，交通便利，采光充足,大唐世家三区 蒲庙,3室2厅,89平米,"8,427元/平",75万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105509053.html
毛坯4房，阳台无遮挡，价格可谈,大唐盛世 龙岗,4室1厅,117平米,"9,231元/平",108万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114445687.html
万达茂天越，高楼层江景房  业主诚心出售，价格优惠,万达茂天樾 五象文旅,2室1厅,48平米,"7,000元/平",33.6万,东南毛坯中楼层(共43层) ,https://nn.lianjia.com/ershoufang/105115458129.html
昌泰水立方 2室1厅 东南,昌泰水立方 龙岗,2室1厅,60平米,"7,167元/平",43万,东南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116477288.html
万达茂别墅洋房毛坯房，业主诚心出售，户型好,万达茂御墅仕家 五象文旅,4室2厅,142平米,"9,508元/平",135万,东南毛坯中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112454232.html
房子红本在手，业主比较急卖，价格可以小谈，看房方便,龙域香醍半岛 龙岗,3室2厅,106.48平米,"6,575元/平",70万,南 北毛坯低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115863699.html
万达茂滨江公园，业主诚心出售，看房方便有钥匙。,万达茂·御峰国际 五象文旅,3室2厅,118平米,"11,017元/平",130万,西北毛坯中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105109152645.html
配套齐全，有菜市场、公园、带电梯、不临街距离医院近,大唐盛世 龙岗,3室2厅,92平米,"7,066元/平",65万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115239502.html
万达茂御峰国际 精装4房 江景视野 诚意出售,万达茂·御峰国际 五象文旅,4室2厅,140.75平米,"7,674元/平",108万,南 北毛坯48层 ,https://nn.lianjia.com/ershoufang/105115188036.html
房子无欠款，毛坯可自装，采光好，业主诚心出售,万达茂·御江国际 五象文旅,4室1厅,135平米,"9,630元/平",130万,南 北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116963762.html
万丰新新传说 3室2厅 南 北,万丰新新传说 龙岗,3室2厅,85平米,"8,824元/平",75万,南 北精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116089534.html
五象新区，大唐盛世，143平，4房,大唐盛世 龙岗,4室2厅,143平米,"10,980元/平",157万,南 北其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114720405.html
精装4房大阳台 一线江景 业主诚心出售 满五唯一,万达茂·御峰国际 五象文旅,4室2厅,120.03平米,"8,582元/平",103万,南 北其他低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105116813803.html
万达茂商圈，江滨公园旁，精装修两房，业主急售,合景·天峻广场 龙岗,2室2厅,66平米,"9,849元/平",65万,西南精装高楼层(共39层) ,https://nn.lianjia.com/ershoufang/105109353673.html
户型方正，楼层好，采光好，业主诚心出售,昌泰水立方 龙岗,4室2厅,105平米,"8,096元/平",85万,北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116416303.html
业主诚心出售，通风透气，采光十足，看小区园林,大唐盛世 龙岗,4室2厅,117平米,"8,377元/平",98万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115585731.html
业主急售！！价格还可以谈！！！,东方城市花园 蒲庙,3室1厅,110平米,"6,546元/平",72万,南 东南毛坯中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108161517.html
五象新区，万达茂，江景房，满五,万达茂·御峰国际 五象文旅,3室1厅,89平米,"9,551元/平",85万,南精装高楼层(共48层) ,https://nn.lianjia.com/ershoufang/105114686742.html
精装2房，看房提前联系，价格还可以谈,大唐盛世 龙岗,2室1厅,60平米,"8,334元/平",50万,南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115252562.html
五象东大唐世家三区毛坯三房123,大唐世家三区 蒲庙,3室1厅,81.7平米,"9,180元/平",75万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114890767.html
业主诚心出售，满五，高品质装修，高楼层，拎包入住,万达茂·御江国际 五象文旅,5室2厅,140平米,"13,000元/平",182万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112673383.html
五象东好房，精装修，拎包入住，生活便利,大唐世家三区 蒲庙,4室2厅,107平米,"7,944元/平",85万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114886345.html
五象龙岗 毛坯现房 有证 诚意可谈 看房方便,宝能·城市广场 龙岗,3室2厅,87平米,"6,322元/平",55万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116513699.html
万达茂御江国际，业主诚心出售，带大露台，随时可过户,万达茂·御江国际 五象文旅,4室2厅,135.87平米,"9,053元/平",123万,南 北简装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115169781.html
万达茂·御峰国际 4室2厅 南,万达茂·御峰国际 五象文旅,4室2厅,120平米,"10,000元/平",120万,南其他低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105108504722.html
洋房小高层 推门即看园林 户型方正,万达茂御墅仕家 五象文旅,3室2厅,126平米,"15,080元/平",190万,南其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114343189.html
万达茂商圈旁，楼层好，视野好，通风采光好，产权清晰,万达茂·御峰国际 五象文旅,4室2厅,121.27平米,"9,896元/平",120万,南 北精装低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105114641379.html
万达茂江山云邸 高楼层一线江景大平层2梯2户,万达茂·江山云邸 五象文旅,4室2厅,143.54平米,"11,705元/平",168万,南其他中楼层(共54层) ,https://nn.lianjia.com/ershoufang/105114079758.html
龙岗 大唐盛世117平 精装4房 业主急卖,大唐盛世 龙岗,4室2厅,117平米,"8,120元/平",95万,东南 南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113530605.html
万达茂商圈，户型方正，布局合理，通风釆光好,合景·天峻广场 龙岗,3室2厅,86.21平米,"9,280元/平",80万,东南精装低楼层(共36层) ,https://nn.lianjia.com/ershoufang/105110400708.html
科技馆启迪亮小区、近江边+万达茂商圈。,启迪亮 龙岗,3室2厅,89平米,"8,877元/平",79万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113491800.html
带花园别墅 业主诚心出售 看合适可谈 看房方便,阳光城丽景湾 龙岗,5室3厅,202平米,"19,802元/平",400万,南毛坯低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105115829489.html
万达茂御墅仕家 小洋房毛坯4房 看江景 安静不靠路边,万达茂御墅仕家 五象文旅,4室1厅,144平米,"12,153元/平",175万,东南毛坯高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114346584.html
精装3房，无抵押，价格还可以谈。带家具,龙庭水岸 龙岗,3室2厅,85平米,"9,059元/平",77万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114576209.html
万科物业，满二，中楼层，主卧看江景，业主诚心出售,万科金域滨江 龙岗,4室1厅,120平米,"10,250元/平",123万,南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114008592.html
五象东民中无欠款带车位满五唯一拎包入住,世茂茂御府 龙岗,2室1厅,68平米,"12,942元/平",88万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114999731.html
